#{"t_start": 1702587931.5882936, "env_id": "None"}
r,l,t
-7.0,4,711.14416
-7.0,1,711.14616
-7.0,2,711.149484
0.0,5,711.157744
-7.0,1,711.161271
-7.0,4,711.166269
-7.0,3,711.16983
-7.0,1,711.172833
-7.0,5,711.180874
-7.0,2,711.182872
-7.0,1,711.184874
-7.0,1,711.185869
-7.0,1,711.202981
-7.0,1,711.209209
-7.0,1,711.211219
-7.0,3,711.215219
-7.0,3,711.222281
-7.0,3,711.22829
-7.0,1,711.230311
-7.0,1,711.23331
-7.0,3,711.24036
-7.0,1,711.243355
-7.0,1,711.245354
-7.0,1,711.247353
-7.0,1,711.251379
-7.0,3,711.253379
-7.0,1,711.262453
-7.0,1,711.264459
-7.0,5,711.274005
-7.0,1,711.276004
-7.0,1,711.278521
-7.0,2,711.281768
-7.0,1,711.287275
10.0,3,711.291852
-7.0,3,711.294855
-7.0,1,711.295854
-7.0,4,711.303779
-7.0,1,711.305781
-7.0,3,711.314489
-7.0,1,711.316488
-7.0,1,711.322545
-7.0,4,711.326532
-7.0,1,711.329565
-7.0,1,711.330565
-7.0,1,711.334563
-7.0,1,711.33656
-7.0,3,711.342024
-7.0,1,711.344025
-7.0,1,711.34905
-7.0,1,711.351069
-7.0,3,711.354062
-7.0,3,711.359645
-7.0,3,711.364863
-7.0,1,711.367372
-7.0,1,711.369894
-7.0,1,711.372218
-7.0,3,711.381271
-7.0,2,711.383256
-7.0,3,711.390322
-7.0,1,711.392323
-7.0,1,711.397323
-7.0,1,711.399344
-7.0,1,711.401353
-7.0,3,711.409449
-7.0,2,711.415461
-7.0,4,711.42051
-7.0,1,711.423509
-7.0,1,711.426508
-7.0,1,711.43154
-7.0,5,711.43654
-7.0,1,711.441603
-7.0,1,711.444589
10.0,3,711.451404
-7.0,1,711.452408
-7.0,1,711.45541
-7.0,1,711.459441
-7.0,1,711.463453
-7.0,2,711.46545
-7.0,2,711.468473
-7.0,3,711.476007
-7.0,1,711.482043
-7.0,1,711.48505
-7.0,1,711.487556
-10.0,3,711.495105
-7.0,4,711.501136
-7.0,1,711.503133
-7.0,2,711.509223
-7.0,3,711.51223
-7.0,1,711.517736
-7.0,1,711.522286
-7.0,1,711.525275
-10.0,3,711.530312
-7.0,1,711.533311
-7.0,3,711.538405
-7.0,1,711.542369
-10.0,3,711.545366
-7.0,1,711.549646
-7.0,2,711.552408
-7.0,1,711.556411
-7.0,1,711.558429
-7.0,1,711.563441
-7.0,1,711.566438
-7.0,1,711.568457
-7.0,3,711.575015
-7.0,4,711.58103
-7.0,3,711.585033
-7.0,1,711.588549
-7.0,3,711.591634
-7.0,1,711.595634
-7.0,4,711.601151
-7.0,1,711.60415
-7.0,5,711.612272
-7.0,4,711.621317
-7.0,3,711.626315
-7.0,1,711.628328
-7.0,2,711.631348
-7.0,1,711.635345
-7.0,1,711.638361
-7.0,2,711.643386
-7.0,1,711.645387
-7.0,1,711.650426
-7.0,3,711.658442
-7.0,3,711.663462
-7.0,1,711.666464
-7.0,3,711.672149
-7.0,3,711.678179
-7.0,3,711.682194
-7.0,1,711.685189
-7.0,3,711.692279
-7.0,1,711.696278
-7.0,4,711.700326
-7.0,1,711.702332
-7.0,3,711.711235
-7.0,3,711.716239
-7.0,2,711.719279
-7.0,5,711.727275
-7.0,3,711.734653
-7.0,3,711.739182
-7.0,1,711.742191
-7.0,1,711.744195
-7.0,3,711.751245
-7.0,1,711.752244
-7.0,5,711.759645
-7.0,1,711.763418
-7.0,4,711.775984
-7.0,1,711.779009
-7.0,1,711.781018
-7.0,1,711.784019
-7.0,1,711.787525
-7.0,1,711.790073
-7.0,1,711.797581
-7.0,3,711.801106
10.0,4,711.807642
-7.0,3,711.811166
-7.0,4,711.814165
10.0,4,711.81819
-7.0,1,711.823201
-7.0,4,711.826198
-7.0,1,711.829233
-7.0,3,711.831234
-7.0,1,711.835235
-7.0,3,711.843286
-7.0,2,711.845285
-7.0,1,711.847284
10.0,4,711.853318
-7.0,4,711.857316
-7.0,1,711.860484
-7.0,3,711.864484
-7.0,4,711.897636
-7.0,1,711.900171
-7.0,4,711.906175
-7.0,1,711.910281
-7.0,1,711.915282
-7.0,1,711.917283
-7.0,3,711.920604
-7.0,1,711.922607
-7.0,1,711.927603
-7.0,1,711.929626
-7.0,3,711.934635
-7.0,1,711.936639
-7.0,1,711.942321
-7.0,5,711.948338
-7.0,1,711.951358
-7.0,1,711.953357
-7.0,1,711.959384
-7.0,4,711.962393
-7.0,3,711.964401
-7.0,1,711.966392
-7.0,1,711.972941
-7.0,1,711.977445
-7.0,1,711.979977
-7.0,1,711.982975
-7.0,3,711.990023
-7.0,1,711.993023
-7.0,2,712.001061
-7.0,1,712.00506
-7.0,1,712.012036
-7.0,1,712.023138
-7.0,1,712.030886
-7.0,1,712.03845
-7.0,1,712.056169
-7.0,5,712.074913
-7.0,1,712.082055
-7.0,1,712.092151
-7.0,1,712.105227
-7.0,1,712.11337
-7.0,5,712.13929
-7.0,1,712.146341
-7.0,1,712.162017
-7.0,1,712.171115
-7.0,1,712.179287
-7.0,4,712.20333
-7.0,1,712.219608
-7.0,1,712.224771
-7.0,5,712.245509
-7.0,4,712.298137
-7.0,1,712.314301
-7.0,1,712.32141
-7.0,1,712.360484
-7.0,1,712.373058
-7.0,1,712.39534
-7.0,1,712.411614
-7.0,2,712.423194
-7.0,4,712.472278
-7.0,1,712.498091
-7.0,3,712.517889
-7.0,3,712.536578
-10.0,3,712.557771
-7.0,1,712.576038
-7.0,4,712.599447
-7.0,4,712.62369
-7.0,1,712.631249
-7.0,2,712.65153
-7.0,1,712.663628
-7.0,3,712.678261
-7.0,1,712.684846
-7.0,1,712.706605
-7.0,1,712.715734
-7.0,3,712.73085
-7.0,3,712.768747
-10.0,3,712.797602
-7.0,1,712.805698
10.0,3,712.832212
-7.0,5,712.856488
10.0,3,712.880384
-7.0,1,712.887907
-7.0,1,712.896547
-7.0,1,712.905621
-7.0,3,712.931438
-7.0,1,712.941688
-7.0,1,712.950247
-7.0,4,712.974148
-7.0,1,712.99143
-7.0,1,712.996437
-7.0,4,713.014239
-7.0,1,713.016243
10.0,3,713.025292
-7.0,1,713.028316
-7.0,1,713.030598
-7.0,2,713.031597
-7.0,1,713.0356
-7.0,5,713.040144
-7.0,4,713.043136
-7.0,1,713.045137
-7.0,4,713.05218
-7.0,2,713.055182
-7.0,3,713.05954
-7.0,2,713.06525
-7.0,1,713.068278
-7.0,3,713.07381
-10.0,3,713.077815
-7.0,4,713.081339
-7.0,2,713.084337
-7.0,1,713.086339
-7.0,5,713.094389
-7.0,1,713.096394
-7.0,1,713.099643
10.0,3,713.104661
-7.0,1,713.107649
-7.0,3,713.111168
-7.0,1,713.12525
-7.0,3,713.135291
-7.0,1,713.159468
-7.0,1,713.162478
-7.0,1,713.166477
-7.0,4,713.172332
-7.0,5,713.177833
-7.0,1,713.179372
-7.0,1,713.183374
-7.0,1,713.18537
-7.0,1,713.188397
-7.0,1,713.191434
-7.0,2,713.194433
-7.0,4,713.200472
-7.0,1,713.202474
-7.0,1,713.203472
-7.0,3,713.209518
-7.0,1,713.211526
-7.0,4,713.215541
-7.0,4,713.222566
-7.0,3,713.230585
-7.0,2,713.233588
-7.0,1,713.235591
-7.0,1,713.238475
-7.0,1,713.24333
-7.0,1,713.245329
-7.0,3,713.24836
-7.0,1,713.250374
-7.0,2,713.256383
-7.0,1,713.257894
-7.0,1,713.259423
-7.0,1,713.262432
-7.0,3,713.269646
-7.0,3,713.274177
-7.0,1,713.275176
-7.0,1,713.27768
-7.0,1,713.282211
-7.0,1,713.284209
-7.0,3,713.288244
-7.0,1,713.290289
-7.0,3,713.295275
-7.0,1,713.296277
-7.0,4,713.299316
-7.0,1,713.302324
-7.0,1,713.306324
-10.0,4,713.309624
-7.0,3,713.312383
-7.0,1,713.313378
-7.0,3,713.317894
-7.0,1,713.319448
-7.0,3,713.324456
-7.0,3,713.326457
-7.0,1,713.331493
10.0,4,713.335496
-10.0,4,713.340587
-7.0,1,713.34359
-7.0,1,713.348098
-7.0,5,713.35564
-7.0,1,713.359506
-7.0,4,713.365205
-7.0,1,713.370749
-7.0,3,713.375763
-7.0,3,713.380288
-7.0,3,713.384289
-7.0,1,713.38934
-7.0,2,713.393359
-7.0,4,713.398386
-7.0,1,713.40041
-7.0,1,713.405408
-7.0,1,713.40792
-7.0,2,713.410473
-7.0,4,713.416476
-7.0,1,713.419514
-7.0,4,713.42751
-7.0,1,713.430541
-7.0,2,713.432549
-7.0,3,713.437549
-7.0,1,713.439439
-7.0,5,713.443419
-7.0,3,713.446422
-7.0,1,713.452476
-7.0,1,713.456477
-7.0,2,713.460541
-7.0,2,713.46354
-7.0,3,713.468553
-7.0,1,713.470874
-7.0,1,713.473078
-7.0,1,713.475075
-7.0,1,713.479098
-7.0,3,713.483111
-7.0,5,713.492191
-7.0,4,713.496187
-7.0,1,713.499447
-7.0,1,713.502235
-7.0,1,713.504232
-7.0,2,713.50623
-7.0,1,713.510285
-7.0,4,713.515287
-7.0,3,713.517792
-7.0,2,713.521344
-7.0,1,713.526346
-7.0,5,713.530387
-7.0,1,713.532386
-7.0,4,713.535388
-7.0,1,713.540473
-7.0,1,713.542474
-7.0,1,713.543474
-7.0,2,713.545475
-7.0,1,713.548493
-10.0,4,713.552514
-7.0,1,713.556516
-7.0,2,713.565553
-7.0,5,713.574327
-7.0,3,713.576324
-7.0,5,713.58237
-7.0,1,713.584372
-7.0,4,713.592449
-7.0,1,713.59445
-7.0,1,713.596448
-7.0,4,713.59948
-7.0,1,713.602482
-7.0,3,713.608494
-7.0,2,713.616515
-7.0,3,713.622569
-7.0,1,713.628565
-7.0,4,713.634585
-7.0,3,713.639846
-7.0,3,713.643625
-7.0,2,713.648137
-7.0,1,713.650157
-7.0,5,713.659225
-7.0,1,713.660713
-7.0,4,713.669216
-7.0,1,713.671738
-7.0,2,713.674741
-7.0,1,713.676737
-7.0,2,713.681491
-7.0,1,713.682486
-7.0,3,713.685487
-7.0,1,713.688004
-7.0,2,713.693538
-7.0,1,713.695539
-7.0,1,713.697541
-7.0,3,713.700574
-7.0,1,713.704576
-7.0,3,713.716613
-7.0,1,713.719131
0.0,5,713.728657
-7.0,1,713.732175
-7.0,1,713.734175
-7.0,1,713.736172
-7.0,3,713.741235
-7.0,1,713.745234
-7.0,4,713.749582
-7.0,3,713.752279
-7.0,2,713.755279
-7.0,1,713.759353
-7.0,1,713.761362
-7.0,1,713.763359
-7.0,1,713.765363
-7.0,1,713.77592
-7.0,4,713.778939
-7.0,4,713.782948
-7.0,1,713.784946
-7.0,5,713.792038
-7.0,1,713.793036
-7.0,1,713.795038
-7.0,1,713.79604
-7.0,1,713.801078
-7.0,1,713.803079
-7.0,1,713.806085
-7.0,2,713.8086
-7.0,1,713.811851
-7.0,3,713.813852
-7.0,1,713.816852
-7.0,1,713.81836
-7.0,4,713.82667
-7.0,1,713.829187
-7.0,1,713.832195
-7.0,1,713.834199
-7.0,5,713.844244
-7.0,1,713.845244
-7.0,3,713.849292
-7.0,1,713.851303
-7.0,3,713.855303
-7.0,3,713.8604
-7.0,1,713.861403
-7.0,3,713.864416
-7.0,3,713.869671
-7.0,1,713.872203
-7.0,1,713.875199
-7.0,1,713.876201
-7.0,1,713.885242
-7.0,1,713.888274
-7.0,4,713.894284
-7.0,1,713.896303
-7.0,4,713.904345
-7.0,3,713.907851
-7.0,1,713.910374
-7.0,4,713.913376
-7.0,1,713.918413
-7.0,1,713.919686
-7.0,4,713.925422
-7.0,1,713.926427
-7.0,1,713.930185
-7.0,1,713.931186
-7.0,1,713.933182
-7.0,1,713.935182
-7.0,1,713.942285
-7.0,3,713.946291
-7.0,2,713.950369
-7.0,4,713.958405
-7.0,1,713.964428
-7.0,4,713.969447
-7.0,2,713.973977
-7.0,1,713.975969
-7.0,2,713.981011
-7.0,1,713.984013
-7.0,2,713.987519
-7.0,3,713.993066
-7.0,1,713.996069
-7.0,1,713.999121
-7.0,3,714.006134
-7.0,2,714.010186
10.0,4,714.016191
-7.0,1,714.01822
-7.0,3,714.025233
-7.0,4,714.029624
-7.0,3,714.034633
-7.0,4,714.042169
-7.0,1,714.043168
-7.0,1,714.046167
-7.0,1,714.049208
-7.0,1,714.051204
-7.0,5,714.056222
-7.0,1,714.058261
-7.0,1,714.06227
-7.0,2,714.063268
-7.0,3,714.066269
-7.0,2,714.068294
-7.0,1,714.074613
-7.0,1,714.088146
-7.0,4,714.095192
-7.0,1,714.09619
-7.0,1,714.101247
-7.0,1,714.104241
-7.0,1,714.106255
-7.0,2,714.110314
-7.0,1,714.113313
-7.0,2,714.116316
-7.0,5,714.124351
-10.0,3,714.129413
-7.0,4,714.135404
-7.0,3,714.140439
-7.0,4,714.144435
-7.0,1,714.146435
-7.0,4,714.152467
-7.0,1,714.156471
-10.0,3,714.159512
-7.0,2,714.162514
-7.0,4,714.168266
-7.0,1,714.17128
-7.0,1,714.173803
-7.0,2,714.1758
-7.0,3,714.182835
-7.0,1,714.184835
-7.0,1,714.192904
-7.0,1,714.194902
-7.0,3,714.200938
-7.0,2,714.209026
-7.0,1,714.212036
-7.0,4,714.217544
-7.0,1,714.224101
-7.0,1,714.226074
-7.0,3,714.231109
-7.0,1,714.233109
-7.0,1,714.23762
-7.0,1,714.240231
-7.0,1,714.241985
-7.0,3,714.244988
-7.0,3,714.251038
10.0,3,714.255048
-7.0,2,714.260125
10.0,3,714.264125
-7.0,4,714.27116
-7.0,3,714.2777
-7.0,1,714.279224
-7.0,4,714.283237
-7.0,1,714.28967
-7.0,3,714.293293
-10.0,3,714.296292
-7.0,3,714.304338
-7.0,1,714.309653
-7.0,3,714.313416
-7.0,1,714.315415
-10.0,3,714.320449
-7.0,1,714.326445
-7.0,1,714.327446
10.0,3,714.330947
-7.0,5,714.334949
-7.0,3,714.344989
-7.0,1,714.347497
-7.0,3,714.352031
-7.0,2,714.359079
-7.0,1,714.363089
-7.0,4,714.366089
-7.0,1,714.368607
-7.0,2,714.371128
-7.0,1,714.37665
-7.0,4,714.381178
10.0,3,714.386179
0.0,5,714.394219
-7.0,1,714.397725
-7.0,1,714.399582
-7.0,4,714.406258
-7.0,1,714.408271
-7.0,4,714.41529
-7.0,3,714.418303
-7.0,3,714.425324
-7.0,1,714.427323
-7.0,2,714.432618
-7.0,4,714.438125
-7.0,4,714.443149
-7.0,3,714.449229
-7.0,3,714.464336
-7.0,1,714.480896
-7.0,2,714.483897
-7.0,4,714.490956
-7.0,4,714.49899
-7.0,2,714.502001
-7.0,1,714.505001
-7.0,3,714.512156
-7.0,1,714.516155
-7.0,1,714.517662
-7.0,1,714.521208
-7.0,1,714.524215
-7.0,2,714.530243
-7.0,2,714.533238
-7.0,1,714.535239
-7.0,1,714.53998
-7.0,1,714.543314
-7.0,1,714.54531
-7.0,1,714.547815
-7.0,5,714.552343
-7.0,5,714.561378
-7.0,1,714.563379
-7.0,1,714.565381
-7.0,5,714.575937
-7.0,3,714.581975
-7.0,1,714.584973
-7.0,1,714.587496
-7.0,5,714.594069
-7.0,2,714.599149
-7.0,3,714.604161
-7.0,2,714.608197
-7.0,3,714.612206
-7.0,5,714.618219
-7.0,1,714.621237
-7.0,2,714.62524
-7.0,1,714.627238
-7.0,1,714.631336
-7.0,2,714.635336
-7.0,4,714.642409
-7.0,1,714.644414
-7.0,3,714.651432
-7.0,1,714.654433
10.0,3,714.659952
-7.0,1,714.66167
-7.0,2,714.667183
-7.0,1,714.668704
-7.0,1,714.671712
-7.0,2,714.675935
-7.0,1,714.679593
-7.0,2,714.682163
-7.0,3,714.686164
-7.0,1,714.69024
-7.0,4,714.707817
-7.0,3,714.71336
-7.0,1,714.716358
-7.0,1,714.718385
-7.0,2,714.726404
-7.0,1,714.728418
-7.0,5,714.734434
-7.0,4,714.743529
-7.0,2,714.748549
-7.0,3,714.752571
-7.0,1,714.757579
-7.0,4,714.761522
-7.0,1,714.766523
-7.0,3,714.77508
-7.0,4,714.778606
-7.0,3,714.782653
-7.0,1,714.789182
-7.0,1,714.792197
-7.0,1,714.794198
-7.0,3,714.798209
-7.0,1,714.802235
-7.0,1,714.807233
-7.0,1,714.810387
-7.0,1,714.812388
-7.0,1,714.818401
-7.0,1,714.823431
-7.0,1,714.826418
-7.0,1,714.828435
-7.0,3,714.835455
-7.0,5,714.843513
-7.0,1,714.846514
-7.0,1,714.848528
-7.0,1,714.856555
-7.0,1,714.860619
-7.0,2,714.863621
-7.0,1,714.866621
-7.0,2,714.87395
-7.0,1,714.875945
-7.0,1,714.878975
-7.0,3,714.883987
0.0,5,714.895055
-7.0,1,714.896054
-7.0,1,714.89909
-7.0,3,714.903099
-7.0,4,714.912223
-7.0,3,714.916226
-7.0,4,714.923207
-7.0,3,714.927727
-7.0,2,714.932255
-7.0,1,714.935257
-7.0,1,714.938282
-7.0,4,714.945319
-7.0,3,714.953352
-7.0,1,714.957875
-7.0,1,714.960401
-7.0,4,714.966402
-7.0,1,714.97383
10.0,3,714.977336
-7.0,4,714.980867
-7.0,3,714.984864
-7.0,2,714.991935
-7.0,2,714.993934
-7.0,4,714.998973
-7.0,4,715.005992
-10.0,3,715.014387
-7.0,1,715.015385
-7.0,1,715.017901
-7.0,4,715.024423
-7.0,3,715.029654
-7.0,1,715.031461
-7.0,1,715.032461
-7.0,1,715.033464
-7.0,1,715.038495
-7.0,1,715.042508
-7.0,4,715.046505
-7.0,2,715.049568
-7.0,1,715.052833
-7.0,4,715.064915
-7.0,3,715.067428
-7.0,1,715.069954
-7.0,4,715.092569
-7.0,4,715.098076
-7.0,1,715.099814
-7.0,1,715.105608
-7.0,4,715.115642
-7.0,1,715.118657
-7.0,1,715.121677
0.0,5,715.129184
-7.0,3,715.136193
-7.0,1,715.141244
-7.0,1,715.143243
-7.0,3,715.145243
-7.0,1,715.149446
-7.0,1,715.150457
-7.0,1,715.152458
-7.0,5,715.160594
-7.0,4,715.165596
-7.0,3,715.168618
-7.0,1,715.174159
-7.0,1,715.18321
-7.0,3,715.190291
-7.0,2,715.194288
-7.0,1,715.196286
-7.0,3,715.198524
-7.0,1,715.201532
-7.0,2,715.208055
-7.0,2,715.21158
-7.0,4,715.214579
10.0,4,715.224623
-7.0,3,715.230158
-7.0,1,715.232155
-7.0,3,715.235159
-7.0,5,715.245221
-7.0,1,715.247726
-7.0,1,715.255277
-7.0,2,715.25967
-7.0,4,715.266678
-7.0,1,715.270195
-7.0,1,715.274721
-7.0,1,715.277714
-7.0,1,715.281236
-7.0,1,715.283237
-7.0,1,715.285245
-7.0,1,715.289532
-7.0,2,715.29351
-7.0,3,715.296512
-7.0,1,715.297511
-7.0,1,715.299253
-7.0,5,715.308327
-7.0,2,715.310351
10.0,4,715.314347
-7.0,2,715.316345
-7.0,2,715.322459
0.0,5,715.32845
-7.0,3,715.338178
-7.0,3,715.343189
-7.0,3,715.349248
-7.0,3,715.35324
-7.0,3,715.359504
-7.0,1,715.360807
-7.0,3,715.365806
-7.0,3,715.368321
-7.0,3,715.374089
-7.0,3,715.377575
-7.0,4,715.383103
-7.0,1,715.385105
-7.0,4,715.39516
-7.0,1,715.397671
-7.0,3,715.408272
-7.0,1,715.410293
-7.0,3,715.415292
-7.0,4,715.42533
-7.0,2,715.431365
-7.0,1,715.434366
-7.0,4,715.442422
-7.0,1,715.444423
-7.0,1,715.451449
-7.0,3,715.456458
-7.0,1,715.458174
-7.0,1,715.461191
-7.0,5,715.47576
-7.0,1,715.478276
-7.0,1,715.481446
-7.0,1,715.483442
-7.0,4,715.493557
-7.0,3,715.496555
-7.0,4,715.499575
-7.0,1,715.501585
-7.0,3,715.509622
-7.0,3,715.513619
-10.0,3,715.516618
-7.0,2,715.520642
-7.0,1,715.525645
-7.0,1,715.526642
-7.0,1,715.528146
-7.0,1,715.532166
-7.0,5,715.543253
-7.0,3,715.546254
-7.0,3,715.549302
-7.0,1,715.553312
-10.0,4,715.561346
-7.0,2,715.564337
-7.0,1,715.566337
-7.0,3,715.574905
-7.0,1,715.578424
-7.0,1,715.579569
-7.0,2,715.590182
-7.0,3,715.592636
-7.0,3,715.597637
-7.0,1,715.599164
-7.0,3,715.603159
-7.0,4,715.60959
-7.0,4,715.614598
-7.0,2,715.615598
-7.0,2,715.618107
-7.0,1,715.621639
-7.0,1,715.625633
-7.0,1,715.628653
-7.0,1,715.63069
-7.0,1,715.632674
-7.0,1,715.636679
-7.0,3,715.644226
-7.0,5,715.647732
-7.0,2,715.650255
-7.0,1,715.654254
-7.0,5,715.660801
-7.0,2,715.664794
-7.0,1,715.667303
-7.0,1,715.691494
-7.0,1,715.694485
-7.0,2,715.698003
-7.0,1,715.699797
-7.0,2,715.706538
-7.0,1,715.70956
-7.0,1,715.711581
-7.0,1,715.71357
-7.0,1,715.71859
10.0,4,715.726613
-7.0,1,715.72863
-7.0,1,715.730852
-7.0,3,715.734857
-7.0,1,715.73892
-7.0,1,715.740938
10.0,3,715.742934
-7.0,1,715.745935
-7.0,3,715.749865
-7.0,2,715.753866
-7.0,3,715.759427
-7.0,2,715.763424
-7.0,2,715.765428
-7.0,3,715.768443
-7.0,3,715.774009
-7.0,1,715.777508
-7.0,3,715.780031
-7.0,1,715.78304
-7.0,3,715.785034
-7.0,1,715.791124
-7.0,1,715.792125
-7.0,4,715.797632
-7.0,3,715.801154
-7.0,1,715.808232
-7.0,1,715.81024
-7.0,1,715.813239
-7.0,3,715.823313
-7.0,1,715.826296
-7.0,1,715.828443
-7.0,1,715.831451
-7.0,3,715.83345
10.0,3,715.842486
-7.0,1,715.844484
-7.0,1,715.846484
-7.0,3,715.850557
-7.0,1,715.857565
-7.0,3,715.861348
-7.0,5,715.866358
-7.0,1,715.868357
-7.0,4,715.87767
-7.0,4,715.880224
-7.0,5,715.884222
-7.0,1,715.886222
-7.0,3,715.894284
-7.0,1,715.896282
10.0,3,715.900312
-7.0,1,715.901311
-7.0,2,715.907333
-7.0,1,715.910667
-7.0,1,715.91267
-7.0,1,715.914668
-7.0,1,715.926196
-7.0,3,715.931255
-7.0,4,715.937763
-7.0,1,715.940321
-7.0,1,715.945321
-7.0,3,715.949342
-7.0,1,715.953351
-10.0,4,715.962429
-7.0,1,715.967429
-7.0,2,715.970455
-7.0,4,715.975976
-7.0,2,715.979013
-7.0,3,715.984025
-7.0,1,715.986022
-7.0,1,715.98918
-10.0,3,715.99219
-7.0,1,715.996196
-7.0,1,715.998717
-7.0,3,716.00088
-7.0,1,716.005893
-7.0,2,716.010937
-7.0,1,716.011939
-7.0,4,716.014937
-7.0,3,716.018455
-7.0,1,716.024977
-7.0,3,716.027481
-7.0,1,716.028494
-7.0,3,716.031022
-7.0,1,716.034013
-7.0,3,716.041079
-7.0,1,716.044061
-7.0,1,716.04606
-7.0,4,716.056105
-7.0,3,716.059147
-7.0,1,716.061147
-7.0,1,716.062145
-7.0,1,716.066147
-7.0,1,716.068171
-7.0,1,716.070181
-7.0,1,716.073734
-7.0,1,716.078217
-7.0,3,716.081237
-7.0,3,716.084236
-7.0,1,716.086238
-7.0,4,716.093361
-7.0,1,716.09536
-7.0,4,716.100383
-7.0,3,716.112471
-7.0,1,716.115473
-7.0,3,716.119853
-7.0,2,716.123646
-7.0,3,716.127643
-7.0,3,716.134163
-7.0,1,716.136163
-7.0,1,716.140022
-7.0,1,716.141153
-7.0,1,716.145149
10.0,3,716.150216
-7.0,3,716.15421
-7.0,1,716.157731
-7.0,1,716.161291
-7.0,1,716.163291
-7.0,5,716.168298
-7.0,4,716.174881
-7.0,1,716.178899
-7.0,3,716.181907
-7.0,2,716.184908
-7.0,1,716.188438
-7.0,2,716.192924
-10.0,4,716.197433
-7.0,1,716.199694
-7.0,1,716.201703
-7.0,3,716.209224
-7.0,3,716.211553
-7.0,1,716.214552
-7.0,3,716.218565
-7.0,1,716.228611
-7.0,4,716.233632
-7.0,3,716.240701
-7.0,1,716.2437
-7.0,1,716.248207
-7.0,4,716.256239
-7.0,2,716.259532
-7.0,3,716.264297
-7.0,3,716.271347
-7.0,2,716.274884
-7.0,1,716.275882
-7.0,1,716.27992
-7.0,1,716.282922
-7.0,1,716.284919
10.0,4,716.291965
-7.0,5,716.294965
-7.0,5,716.30601
-7.0,2,716.309046
-7.0,3,716.312054
-7.0,1,716.314059
-7.0,1,716.318128
-7.0,1,716.322157
-7.0,1,716.324147
-7.0,1,716.326144
10.0,3,716.342269
-7.0,1,716.343271
-7.0,1,716.345268
-7.0,4,716.349651
-7.0,1,716.354337
-7.0,3,716.357311
-7.0,1,716.360392
-7.0,1,716.361391
-7.0,4,716.366394
-7.0,4,716.373041
-7.0,1,716.376
-7.0,1,716.378518
-7.0,1,716.383035
-7.0,1,716.387544
-7.0,1,716.393126
-7.0,5,716.396123
-7.0,2,716.400957
-7.0,1,716.403959
-7.0,1,716.407476
10.0,4,716.411007
-7.0,1,716.41602
-7.0,2,716.419811
-7.0,1,716.423662
-7.0,1,716.432181
-7.0,2,716.437699
-7.0,3,716.444249
-7.0,4,716.449539
-7.0,1,716.451305
-7.0,1,716.45833
-7.0,2,716.461349
-7.0,1,716.463347
-7.0,1,716.465352
-7.0,1,716.469658
-7.0,3,716.475194
-7.0,2,716.47823
-7.0,3,716.483247
-7.0,4,716.492315
-7.0,1,716.494313
-7.0,1,716.49782
-7.0,1,716.49935
-7.0,3,716.509423
-7.0,1,716.512431
-7.0,4,716.51845
-7.0,3,716.525473
-7.0,1,716.529522
-7.0,1,716.53153
-7.0,1,716.53353
-7.0,1,716.54063
-7.0,3,716.547617
-7.0,1,716.550281
-7.0,3,716.557291
-7.0,4,716.562333
-7.0,1,716.567334
10.0,3,716.574949
-7.0,1,716.575939
-7.0,4,716.580978
-7.0,3,716.595068
10.0,3,716.601115
-7.0,3,716.60817
-7.0,3,716.61219
-7.0,2,716.620247
-7.0,4,716.626246
-7.0,1,716.629592
-7.0,4,716.636326
-7.0,2,716.643401
-7.0,2,716.6454
-7.0,1,716.647405
-7.0,1,716.649621
-7.0,3,716.658412
-7.0,1,716.66042
-7.0,1,716.66142
-7.0,1,716.662421
-7.0,1,716.675025
-7.0,4,716.680064
-7.0,1,716.683065
-7.0,2,716.684067
-7.0,1,716.691158
-7.0,1,716.694157
-7.0,3,716.698211
-7.0,3,716.700229
-7.0,1,716.707761
-7.0,1,716.71031
-7.0,4,716.71331
-7.0,1,716.715313
-7.0,3,716.72335
-7.0,4,716.728368
-7.0,1,716.73039
-7.0,1,716.733388
-7.0,1,716.739419
-7.0,1,716.742429
-7.0,1,716.744428
-7.0,4,716.749641
-7.0,4,716.768553
-7.0,1,716.772085
-7.0,1,716.775637
-7.0,1,716.780164
-7.0,1,716.798273
-7.0,3,716.806295
-7.0,1,716.810343
-7.0,1,716.812341
-7.0,1,716.816343
-7.0,4,716.824382
-7.0,1,716.827383
-7.0,1,716.829418
-7.0,4,716.84049
-7.0,3,716.845489
10.0,3,716.849512
-7.0,1,716.851533
-7.0,3,716.860556
-7.0,1,716.862556
-7.0,4,716.865557
-7.0,4,716.870595
-7.0,1,716.875105
-7.0,1,716.87838
-7.0,1,716.880416
-7.0,1,716.883415
-7.0,1,716.892507
-7.0,1,716.894512
-7.0,4,716.899535
-7.0,1,716.903546
-7.0,3,716.910618
-7.0,1,716.913618
-7.0,1,716.915619
-7.0,5,716.925138
-7.0,1,716.930193
-7.0,5,716.934191
-7.0,2,716.940316
-7.0,5,716.945301
-7.0,3,716.951347
-7.0,4,716.959791
-7.0,1,716.96139
-7.0,5,716.969419
-7.0,4,716.979003
-7.0,3,716.982013
-7.0,1,716.985012
-7.0,4,716.993104
-7.0,1,717.00519
-7.0,1,717.009259
-7.0,4,717.014269
10.0,4,717.019311
-7.0,1,717.026308
-7.0,1,717.028318
-7.0,1,717.030332
