#{"t_start": 1702587931.5902948, "env_id": "None"}
r,l,t
-10.0,4,1442.645265
10.0,4,1442.651273
0.0,5,1442.658305
10.0,4,1442.661317
0.0,5,1442.667443
-7.0,1,1442.669442
-7.0,1,1442.671441
-7.0,1,1442.673948
-7.0,1,1442.678474
-7.0,1,1442.680474
-7.0,1,1442.682473
-7.0,1,1442.684499
0.0,5,1442.692511
-7.0,1,1442.694527
-7.0,1,1442.697546
-7.0,1,1442.699547
-7.0,1,1442.704055
10.0,3,1442.709589
10.0,4,1442.714601
-7.0,1,1442.716619
0.0,5,1442.726183
-7.0,1,1442.728181
-7.0,1,1442.731181
10.0,4,1442.736229
0.0,5,1442.743737
-7.0,1,1442.746265
-7.0,1,1442.748268
-7.0,1,1442.750265
-7.0,1,1442.754335
0.0,5,1442.758348
10.0,3,1442.761349
0.0,5,1442.766377
0.0,5,1442.774265
-7.0,1,1442.776271
0.0,5,1442.780271
-7.0,1,1442.782274
0.0,5,1442.78932
-10.0,4,1442.793317
0.0,5,1442.796531
-7.0,1,1442.798531
0.0,5,1442.805473
0.0,5,1442.811483
-7.0,1,1442.813985
-7.0,1,1442.8155
-7.0,1,1442.818506
-7.0,1,1442.82051
-7.0,1,1442.823024
0.0,5,1442.826075
0.0,5,1442.834597
-7.0,1,1442.836114
10.0,4,1442.842114
-7.0,1,1442.843622
10.0,4,1442.849149
-10.0,3,1442.853661
-7.0,1,1442.855432
-7.0,1,1442.858191
-7.0,1,1442.861192
-7.0,1,1442.86219
0.0,5,1442.868221
0.0,5,1442.874243
-7.0,1,1442.878258
-7.0,1,1442.880262
0.0,5,1442.88567
-7.0,1,1442.887681
-7.0,1,1442.890677
-7.0,1,1442.892684
10.0,3,1442.896209
-7.0,1,1442.89821
0.0,5,1442.903711
0.0,5,1442.907511
0.0,5,1442.913507
-7.0,1,1442.91553
10.0,4,1442.92155
-7.0,1,1442.923598
0.0,5,1442.92912
-7.0,1,1442.93112
0.0,5,1442.937158
-7.0,1,1442.938159
-7.0,1,1442.940171
-7.0,1,1442.942157
-10.0,3,1442.948199
-7.0,1,1442.950197
-7.0,1,1442.952198
-7.0,1,1442.954232
-7.0,1,1442.958247
0.0,5,1442.964259
0.0,5,1442.970276
-7.0,1,1442.972279
-10.0,3,1442.977615
0.0,5,1442.982617
-7.0,1,1442.984628
10.0,3,1442.988645
-7.0,1,1442.992644
-7.0,1,1442.994255
-7.0,1,1442.995551
-7.0,1,1442.998264
-7.0,1,1443.001262
0.0,5,1443.00629
-7.0,1,1443.008298
0.0,5,1443.013799
-7.0,1,1443.017324
0.0,5,1443.021322
-7.0,1,1443.023322
0.0,5,1443.029354
-7.0,1,1443.033869
0.0,5,1443.041402
-7.0,1,1443.043909
0.0,5,1443.050435
-7.0,1,1443.054468
-7.0,1,1443.056489
0.0,5,1443.06249
-7.0,1,1443.065512
-7.0,1,1443.069521
0.0,5,1443.075542
-10.0,3,1443.078542
-7.0,1,1443.080542
-7.0,1,1443.084553
-7.0,1,1443.087572
-7.0,1,1443.089572
0.0,5,1443.095587
-7.0,1,1443.098593
0.0,5,1443.103596
0.0,5,1443.111188
10.0,3,1443.113692
0.0,5,1443.121213
-10.0,4,1443.127247
-7.0,1,1443.129244
0.0,5,1443.132241
-7.0,1,1443.136251
-7.0,1,1443.138248
-7.0,1,1443.139249
0.0,5,1443.142251
-7.0,1,1443.145276
0.0,5,1443.151275
-7.0,1,1443.153785
-7.0,1,1443.156314
-7.0,1,1443.160313
0.0,5,1443.164335
0.0,5,1443.170343
-7.0,1,1443.172343
-7.0,1,1443.176371
-7.0,1,1443.178373
-10.0,3,1443.181373
-7.0,1,1443.182374
-7.0,1,1443.187414
-7.0,1,1443.189427
-10.0,4,1443.19547
10.0,4,1443.199473
-7.0,1,1443.20449
-10.0,4,1443.208509
0.0,5,1443.212508
-7.0,1,1443.21452
0.0,5,1443.221537
0.0,5,1443.226099
-7.0,1,1443.228099
0.0,5,1443.2321
-7.0,1,1443.236675
-7.0,1,1443.238678
-7.0,1,1443.241675
-7.0,1,1443.244189
-7.0,1,1443.248206
0.0,5,1443.252204
-7.0,1,1443.254236
0.0,5,1443.261245
10.0,4,1443.267284
-7.0,1,1443.268284
-10.0,4,1443.272288
-7.0,1,1443.274311
-7.0,1,1443.280329
10.0,4,1443.284343
-7.0,1,1443.28636
-7.0,1,1443.28836
0.0,5,1443.294272
0.0,5,1443.301293
0.0,5,1443.305772
-10.0,4,1443.310779
-10.0,4,1443.315814
-7.0,1,1443.317812
-7.0,1,1443.318815
0.0,5,1443.323328
-7.0,1,1443.327614
0.0,5,1443.330611
10.0,4,1443.334334
0.0,5,1443.337342
10.0,4,1443.34234
0.0,5,1443.347369
0.0,5,1443.354381
-7.0,1,1443.3564
-7.0,1,1443.360398
-7.0,1,1443.362399
0.0,5,1443.369436
0.0,5,1443.376466
-7.0,1,1443.380467
-7.0,1,1443.382467
-7.0,1,1443.384483
-7.0,1,1443.386499
0.0,5,1443.395783
-7.0,1,1443.398528
-7.0,1,1443.400528
0.0,5,1443.407565
-7.0,1,1443.412564
0.0,5,1443.417616
0.0,5,1443.422618
10.0,4,1443.425638
10.0,4,1443.430648
-7.0,1,1443.432652
0.0,5,1443.436643
0.0,5,1443.440649
-7.0,1,1443.443645
0.0,5,1443.450677
-10.0,4,1443.456203
10.0,3,1443.459208
-7.0,1,1443.462205
-7.0,1,1443.464245
-7.0,1,1443.465503
-7.0,1,1443.467514
-7.0,1,1443.471513
0.0,5,1443.477557
-7.0,1,1443.479551
-10.0,3,1443.484229
-7.0,1,1443.488238
-7.0,1,1443.491236
10.0,4,1443.494298
-10.0,4,1443.498316
-10.0,4,1443.503313
10.0,4,1443.507385
-7.0,1,1443.509385
0.0,5,1443.515411
0.0,5,1443.521406
-7.0,1,1443.522406
-10.0,3,1443.525433
-7.0,1,1443.52644
0.0,5,1443.534455
-7.0,1,1443.537474
-10.0,4,1443.541473
0.0,5,1443.5475
-7.0,1,1443.551502
10.0,4,1443.557545
-7.0,1,1443.558545
0.0,5,1443.564162
-7.0,1,1443.567179
-10.0,4,1443.572181
-7.0,1,1443.574206
0.0,5,1443.581227
-7.0,1,1443.585265
-7.0,1,1443.587265
0.0,5,1443.592265
0.0,5,1443.596285
0.0,5,1443.601285
-7.0,1,1443.603796
-7.0,1,1443.605607
0.0,5,1443.609311
0.0,5,1443.617336
-7.0,1,1443.619337
0.0,5,1443.625728
-7.0,1,1443.627736
10.0,4,1443.635249
-7.0,1,1443.637258
0.0,5,1443.643257
0.0,5,1443.650624
-7.0,1,1443.654281
-7.0,1,1443.656233
-7.0,1,1443.657232
-7.0,1,1443.660235
-10.0,4,1443.665264
10.0,4,1443.672275
0.0,5,1443.677302
0.0,5,1443.684322
-7.0,1,1443.690343
-7.0,1,1443.691342
-10.0,4,1443.697378
0.0,5,1443.701373
0.0,5,1443.707386
-7.0,1,1443.709385
-7.0,1,1443.71139
0.0,5,1443.715713
-7.0,1,1443.719723
0.0,5,1443.726249
-10.0,4,1443.732249
-7.0,1,1443.734267
-7.0,1,1443.739286
0.0,5,1443.746315
-7.0,1,1443.748314
10.0,4,1443.75433
10.0,4,1443.762349
-7.0,1,1443.770465
-7.0,1,1443.778576
0.0,5,1443.806316
10.0,3,1443.831538
-7.0,1,1443.840637
0.0,5,1443.870395
0.0,5,1443.892542
-7.0,1,1443.909734
-10.0,4,1443.93242
10.0,4,1443.952596
-7.0,1,1443.958679
-10.0,3,1443.981504
10.0,4,1444.000707
10.0,3,1444.017398
-7.0,1,1444.026527
0.0,5,1444.061285
0.0,5,1444.084598
-7.0,1,1444.091626
-7.0,1,1444.099056
10.0,4,1444.130194
-7.0,1,1444.139291
0.0,5,1444.165598
-7.0,1,1444.173621
0.0,5,1444.209511
0.0,5,1444.240309
0.0,5,1444.267639
-7.0,1,1444.275748
10.0,4,1444.301521
0.0,5,1444.327874
-10.0,3,1444.349554
-7.0,1,1444.357665
-7.0,1,1444.376366
-7.0,1,1444.384454
0.0,5,1444.409724
-7.0,1,1444.416822
-7.0,1,1444.433933
-7.0,1,1444.441511
-7.0,1,1444.450596
0.0,5,1444.482387
-10.0,4,1444.515263
0.0,5,1444.541522
0.0,5,1444.561356
0.0,5,1444.582822
-7.0,1,1444.594485
0.0,5,1444.618219
-7.0,1,1444.628331
-7.0,1,1444.634508
0.0,5,1444.666299
-7.0,1,1444.67384
-7.0,1,1444.683974
10.0,4,1444.706265
-10.0,4,1444.73661
-7.0,1,1444.744661
0.0,5,1444.767409
-7.0,1,1444.770409
0.0,5,1444.780488
-7.0,1,1444.782489
-7.0,1,1444.78452
-7.0,1,1444.786541
-7.0,1,1444.791541
-10.0,4,1444.796462
-7.0,1,1444.797464
-7.0,1,1444.799462
-7.0,1,1444.802462
0.0,5,1444.808504
-7.0,1,1444.810499
-7.0,1,1444.8125
-7.0,1,1444.816535
-10.0,4,1444.822535
0.0,5,1444.825881
10.0,4,1444.828886
-7.0,1,1444.831887
-10.0,4,1444.836609
-7.0,1,1444.838612
0.0,5,1444.845643
-7.0,1,1444.84965
10.0,4,1444.855687
-7.0,1,1444.856687
-7.0,1,1444.858686
-7.0,1,1444.861684
0.0,5,1444.865201
-7.0,1,1444.866211
10.0,4,1444.871214
10.0,4,1444.8765
-7.0,1,1444.8785
0.0,5,1444.882496
-7.0,1,1444.884586
0.0,5,1444.893553
-7.0,1,1444.895237
0.0,5,1444.901245
-7.0,1,1444.902248
-10.0,4,1444.911303
-7.0,1,1444.912305
-10.0,4,1444.917339
-7.0,1,1444.919338
-7.0,1,1444.924371
-7.0,1,1444.925889
-7.0,1,1444.927902
-7.0,1,1444.930902
-7.0,1,1444.935415
-7.0,1,1444.937424
0.0,5,1444.943933
0.0,5,1444.950477
0.0,5,1444.95652
-10.0,4,1444.96454
-7.0,1,1444.96656
0.0,5,1444.972558
-7.0,1,1444.976968
-7.0,1,1444.979962
0.0,5,1444.982962
0.0,5,1444.988485
-7.0,1,1444.992481
-7.0,1,1444.994546
-7.0,1,1444.997564
-7.0,1,1444.999565
0.0,5,1445.008596
0.0,5,1445.015919
0.0,5,1445.021624
0.0,5,1445.027177
-7.0,1,1445.032167
0.0,5,1445.038212
-7.0,1,1445.040212
0.0,5,1445.046277
-7.0,1,1445.051277
-7.0,1,1445.053788
0.0,5,1445.058327
0.0,5,1445.064375
0.0,5,1445.074178
-7.0,1,1445.075919
0.0,5,1445.08192
0.0,5,1445.088447
0.0,5,1445.097489
-7.0,1,1445.09949
-7.0,1,1445.101489
0.0,5,1445.10753
0.0,5,1445.114538
-7.0,1,1445.116556
-7.0,1,1445.118555
0.0,5,1445.125581
-7.0,1,1445.129696
-7.0,1,1445.131698
-7.0,1,1445.134202
-7.0,1,1445.136222
-7.0,1,1445.14122
-7.0,1,1445.143728
0.0,5,1445.148269
-7.0,1,1445.15027
-10.0,4,1445.158327
-7.0,1,1445.159325
10.0,4,1445.162326
10.0,4,1445.166371
0.0,5,1445.174402
10.0,4,1445.179419
-7.0,1,1445.181421
-10.0,4,1445.185477
-7.0,1,1445.188487
-7.0,1,1445.190486
10.0,4,1445.193996
0.0,5,1445.197523
-7.0,1,1445.200519
-7.0,1,1445.20252
-7.0,1,1445.204615
0.0,5,1445.208548
10.0,4,1445.212549
-7.0,1,1445.21456
-7.0,1,1445.216572
10.0,3,1445.221573
0.0,5,1445.229109
-10.0,4,1445.236144
-10.0,3,1445.241142
0.0,5,1445.246827
0.0,5,1445.251829
0.0,5,1445.256346
-7.0,1,1445.258346
0.0,5,1445.265386
-7.0,1,1445.268393
0.0,5,1445.274423
-7.0,1,1445.276438
10.0,4,1445.282438
-7.0,1,1445.287491
-7.0,1,1445.289488
10.0,4,1445.293491
0.0,5,1445.29837
-7.0,1,1445.302368
-7.0,1,1445.304391
0.0,5,1445.308402
0.0,5,1445.3124
0.0,5,1445.317434
-7.0,1,1445.318434
-7.0,1,1445.320437
0.0,5,1445.32548
-7.0,1,1445.328995
-7.0,1,1445.329992
0.0,5,1445.336021
0.0,5,1445.345049
10.0,4,1445.351058
-7.0,1,1445.352057
-7.0,1,1445.355083
0.0,5,1445.362093
0.0,5,1445.368126
0.0,5,1445.375162
0.0,5,1445.379163
0.0,5,1445.385194
0.0,5,1445.394231
-7.0,1,1445.395504
-7.0,1,1445.397238
0.0,5,1445.402243
0.0,5,1445.409319
-7.0,1,1445.41032
10.0,4,1445.416378
-7.0,1,1445.419377
0.0,5,1445.426929
0.0,5,1445.434441
-7.0,1,1445.436466
-7.0,1,1445.439464
-7.0,1,1445.443461
0.0,5,1445.449493
-7.0,1,1445.452496
-7.0,1,1445.455528
-7.0,1,1445.459538
-10.0,4,1445.465791
-7.0,1,1445.467569
-7.0,1,1445.469569
0.0,5,1445.475592
-7.0,1,1445.477593
-7.0,1,1445.479594
-7.0,1,1445.481596
10.0,4,1445.488634
0.0,5,1445.492625
10.0,4,1445.496655
-7.0,1,1445.498655
0.0,5,1445.506935
0.0,5,1445.510936
-10.0,4,1445.515528
-7.0,1,1445.517528
10.0,4,1445.522526
0.0,5,1445.527065
0.0,5,1445.532065
-7.0,1,1445.533574
-10.0,4,1445.542099
-7.0,1,1445.543606
0.0,5,1445.546874
-7.0,1,1445.54888
-7.0,1,1445.553884
-7.0,1,1445.555734
10.0,3,1445.558411
-7.0,1,1445.560408
-7.0,1,1445.565444
0.0,5,1445.571453
-7.0,1,1445.57346
-7.0,1,1445.575798
0.0,5,1445.582538
0.0,5,1445.588571
0.0,5,1445.594515
-7.0,1,1445.595798
0.0,5,1445.601523
0.0,5,1445.606233
-10.0,4,1445.612232
-7.0,1,1445.613746
0.0,5,1445.622289
10.0,4,1445.627882
10.0,3,1445.631884
-7.0,1,1445.634393
-7.0,1,1445.639432
-7.0,1,1445.64141
0.0,5,1445.646439
-7.0,1,1445.648442
-7.0,1,1445.651438
10.0,4,1445.655459
0.0,5,1445.66047
0.0,5,1445.66449
-10.0,4,1445.670872
0.0,5,1445.676399
-7.0,1,1445.6794
-7.0,1,1445.680403
-7.0,1,1445.684412
-10.0,3,1445.690423
-7.0,1,1445.693421
-7.0,1,1445.695444
0.0,5,1445.701441
-7.0,1,1445.704459
0.0,5,1445.709475
-7.0,1,1445.712475
-7.0,1,1445.715782
-7.0,1,1445.716502
0.0,5,1445.721505
0.0,5,1445.724516
-7.0,1,1445.729045
0.0,5,1445.733551
-7.0,1,1445.735921
0.0,5,1445.740851
0.0,5,1445.749375
10.0,4,1445.754568
0.0,5,1445.760588
0.0,5,1445.766617
-7.0,1,1445.771619
-7.0,1,1445.773619
-7.0,1,1445.776654
0.0,5,1445.78265
-7.0,1,1445.787686
-7.0,1,1445.789685
-7.0,1,1445.791686
0.0,5,1445.79821
-7.0,1,1445.80221
0.0,5,1445.810261
0.0,5,1445.816308
-7.0,1,1445.819309
-7.0,1,1445.822308
0.0,5,1445.826336
-7.0,1,1445.827848
0.0,5,1445.831852
-7.0,1,1445.835665
-7.0,1,1445.837376
0.0,5,1445.841375
0.0,5,1445.845393
-10.0,4,1445.851395
0.0,5,1445.856424
0.0,5,1445.860432
0.0,5,1445.864452
-7.0,1,1445.867466
-7.0,1,1445.869462
-7.0,1,1445.871461
0.0,5,1445.87949
-7.0,1,1445.882489
-7.0,1,1445.885514
0.0,5,1445.891517
-7.0,1,1445.893515
-7.0,1,1445.896644
0.0,5,1445.902643
-7.0,1,1445.904663
-10.0,4,1445.909672
-7.0,1,1445.912669
0.0,5,1445.920191
-7.0,1,1445.92219
-7.0,1,1445.92219
10.0,4,1445.928746
0.0,5,1445.932752
0.0,5,1445.937263
0.0,5,1445.943766
-10.0,3,1445.949306
10.0,4,1445.956476
0.0,5,1445.961473
-7.0,1,1445.963475
0.0,5,1445.970398
-7.0,1,1445.972396
-7.0,1,1445.975768
0.0,5,1445.982426
-10.0,3,1445.988454
-7.0,1,1445.990454
-7.0,1,1445.99246
0.0,5,1445.995719
-7.0,1,1446.000476
0.0,5,1446.006509
-7.0,1,1446.009508
-7.0,1,1446.011506
-7.0,1,1446.015503
10.0,4,1446.022235
-7.0,1,1446.02426
0.0,5,1446.027795
0.0,5,1446.034299
0.0,5,1446.038305
0.0,5,1446.042307
-10.0,3,1446.048354
0.0,5,1446.056384
0.0,5,1446.062384
-7.0,1,1446.065389
-7.0,1,1446.067397
0.0,5,1446.07458
0.0,5,1446.078601
0.0,5,1446.085922
-7.0,1,1446.088623
-7.0,1,1446.091623
-7.0,1,1446.093624
-7.0,1,1446.095462
-7.0,1,1446.096462
-7.0,1,1446.100467
-10.0,4,1446.106503
-7.0,1,1446.1085
0.0,5,1446.111495
0.0,5,1446.120539
10.0,4,1446.126559
0.0,5,1446.132601
0.0,5,1446.139634
0.0,5,1446.148156
-7.0,1,1446.151157
0.0,5,1446.157205
-7.0,1,1446.159208
0.0,5,1446.169254
-7.0,1,1446.171254
-7.0,1,1446.173764
-7.0,1,1446.176327
0.0,5,1446.184346
-7.0,1,1446.187371
-7.0,1,1446.189369
-7.0,1,1446.191369
0.0,5,1446.199402
10.0,4,1446.205426
-10.0,3,1446.209435
0.0,5,1446.214445
0.0,5,1446.221457
-7.0,1,1446.223452
-7.0,1,1446.225776
-7.0,1,1446.226979
-7.0,1,1446.230989
0.0,5,1446.238024
-7.0,1,1446.239027
-7.0,1,1446.242028
-7.0,1,1446.245054
0.0,5,1446.250064
-7.0,1,1446.252062
-7.0,1,1446.255183
0.0,5,1446.260181
0.0,5,1446.26422
-7.0,1,1446.266228
0.0,5,1446.270234
-10.0,4,1446.276279
10.0,4,1446.281279
0.0,5,1446.285298
0.0,5,1446.292298
-7.0,1,1446.295613
-7.0,1,1446.296626
-7.0,1,1446.298624
0.0,5,1446.304454
-7.0,1,1446.307462
0.0,5,1446.314475
-7.0,1,1446.316491
-7.0,1,1446.319492
-7.0,1,1446.323995
-7.0,1,1446.32551
0.0,5,1446.329025
-10.0,4,1446.33203
-7.0,1,1446.336076
-7.0,1,1446.338073
0.0,5,1446.342074
-7.0,1,1446.344591
-7.0,1,1446.348105
-7.0,1,1446.349105
-7.0,1,1446.351106
10.0,4,1446.353617
10.0,4,1446.358135
10.0,4,1446.361137
-7.0,1,1446.363644
0.0,5,1446.369207
-7.0,1,1446.374229
0.0,5,1446.379248
-7.0,1,1446.381248
10.0,4,1446.386279
0.0,5,1446.392281
0.0,5,1446.396317
-7.0,1,1446.397314
0.0,5,1446.401311
0.0,5,1446.406358
0.0,5,1446.409359
-7.0,1,1446.410359
-7.0,1,1446.41236
0.0,5,1446.421394
0.0,5,1446.426923
-7.0,1,1446.42893
-7.0,1,1446.430931
0.0,5,1446.440981
-7.0,1,1446.441978
-7.0,1,1446.445005
10.0,3,1446.449015
-7.0,1,1446.453528
-7.0,1,1446.456053
10.0,3,1446.461056
0.0,5,1446.464576
-7.0,1,1446.467618
0.0,5,1446.472616
-10.0,4,1446.477644
-7.0,1,1446.479644
-7.0,1,1446.482644
0.0,5,1446.490666
-7.0,1,1446.492668
-7.0,1,1446.494168
0.0,5,1446.502184
-7.0,1,1446.505557
10.0,4,1446.511237
10.0,4,1446.51626
-7.0,1,1446.520263
-10.0,4,1446.527805
-7.0,1,1446.530803
-7.0,1,1446.533313
10.0,4,1446.540837
0.0,5,1446.547874
-7.0,1,1446.550876
-7.0,1,1446.551877
0.0,5,1446.560917
-7.0,1,1446.563427
-7.0,1,1446.565954
0.0,5,1446.571968
0.0,5,1446.57921
-10.0,3,1446.582216
-7.0,1,1446.584242
-7.0,1,1446.587265
-7.0,1,1446.591252
0.0,5,1446.597271
-7.0,1,1446.599272
-7.0,1,1446.602273
0.0,5,1446.609302
-7.0,1,1446.611301
-7.0,1,1446.613301
-7.0,1,1446.614453
10.0,4,1446.62133
0.0,5,1446.62644
-10.0,4,1446.630959
0.0,5,1446.63601
-7.0,1,1446.641008
10.0,3,1446.644535
0.0,5,1446.650055
-7.0,1,1446.652059
-7.0,1,1446.657109
0.0,5,1446.663617
-7.0,1,1446.666147
10.0,3,1446.670144
0.0,5,1446.678192
0.0,5,1446.681192
0.0,5,1446.68522
-7.0,1,1446.688247
0.0,5,1446.693736
0.0,5,1446.697263
0.0,5,1446.703265
0.0,5,1446.707289
-7.0,1,1446.711286
0.0,5,1446.717305
-7.0,1,1446.719306
0.0,5,1446.72533
-7.0,1,1446.730844
-10.0,4,1446.735878
10.0,4,1446.744388
-7.0,1,1446.745905
0.0,5,1446.751904
10.0,3,1446.754938
-10.0,4,1446.757944
0.0,5,1446.761942
-7.0,1,1446.765834
0.0,5,1446.773553
0.0,5,1446.779078
0.0,5,1446.782079
-7.0,1,1446.787113
0.0,5,1446.791105
-7.0,1,1446.79361
0.0,5,1446.799141
0.0,5,1446.805917
0.0,5,1446.809721
-7.0,1,1446.811726
-7.0,1,1446.814249
-7.0,1,1446.818764
-10.0,4,1446.824788
0.0,5,1446.831305
0.0,5,1446.838337
0.0,5,1446.847367
10.0,4,1446.85237
-7.0,1,1446.85561
-7.0,1,1446.8574
-7.0,1,1446.861399
10.0,3,1446.865425
0.0,5,1446.869441
-7.0,1,1446.871436
0.0,5,1446.877666
-7.0,1,1446.879666
-10.0,3,1446.884174
-7.0,1,1446.887192
0.0,5,1446.894219
0.0,5,1446.900238
-7.0,1,1446.902236
-7.0,1,1446.905271
0.0,5,1446.91128
-7.0,1,1446.913282
-7.0,1,1446.915583
0.0,5,1446.919586
0.0,5,1446.925567
0.0,5,1446.930082
0.0,5,1446.933591
0.0,5,1446.939669
-7.0,1,1446.942667
0.0,5,1446.947463
-7.0,1,1446.949465
-7.0,1,1446.950468
0.0,5,1446.958505
-7.0,1,1446.959507
-10.0,4,1446.962505
-7.0,1,1446.964422
0.0,5,1446.969671
-7.0,1,1446.97267
-7.0,1,1446.975186
-7.0,1,1446.977188
-7.0,1,1446.980189
-7.0,1,1446.982187
-7.0,1,1446.983693
-7.0,1,1446.986225
0.0,5,1446.994204
-7.0,1,1446.995463
-10.0,4,1446.999474
0.0,5,1447.005492
-7.0,1,1447.009493
-7.0,1,1447.011497
-7.0,1,1447.012494
-7.0,1,1447.014194
0.0,5,1447.021206
-7.0,1,1447.022204
10.0,4,1447.026752
0.0,5,1447.030761
0.0,5,1447.039771
-7.0,1,1447.041766
-7.0,1,1447.043274
0.0,5,1447.049797
-7.0,1,1447.05484
-7.0,1,1447.058857
-7.0,1,1447.060851
-7.0,1,1447.061853
-7.0,1,1447.067889
-7.0,1,1447.069893
0.0,5,1447.075964
0.0,5,1447.081958
-7.0,1,1447.088007
-7.0,1,1447.090994
-7.0,1,1447.093502
10.0,4,1447.099033
-7.0,1,1447.103543
0.0,5,1447.109195
-7.0,1,1447.111197
0.0,5,1447.114216
0.0,5,1447.124397
0.0,5,1447.128926
10.0,4,1447.131921
0.0,5,1447.137504
10.0,4,1447.144501
0.0,5,1447.148517
0.0,5,1447.151515
-7.0,1,1447.155601
0.0,5,1447.161612
-7.0,1,1447.164119
-7.0,1,1447.165641
-7.0,1,1447.168661
-7.0,1,1447.175587
0.0,5,1447.18121
0.0,5,1447.190258
-7.0,1,1447.193254
-7.0,1,1447.197299
-7.0,1,1447.19929
0.0,5,1447.208353
-7.0,1,1447.210354
0.0,5,1447.218381
-10.0,4,1447.225716
10.0,3,1447.229246
-7.0,1,1447.230247
0.0,5,1447.237296
-7.0,1,1447.242276
-7.0,1,1447.244181
0.0,5,1447.249194
-7.0,1,1447.253798
-7.0,1,1447.257337
-7.0,1,1447.258336
0.0,5,1447.26334
-7.0,1,1447.266542
-7.0,1,1447.268545
0.0,5,1447.27573
-7.0,1,1447.277744
0.0,5,1447.284242
-10.0,4,1447.291268
-7.0,1,1447.29326
-7.0,1,1447.294646
-7.0,1,1447.298662
-7.0,1,1447.300654
-7.0,1,1447.302655
0.0,5,1447.312213
0.0,5,1447.318251
-10.0,4,1447.325478
-7.0,1,1447.326473
0.0,5,1447.330572
10.0,4,1447.335588
-7.0,1,1447.338606
0.0,5,1447.343593
-7.0,1,1447.345927
0.0,5,1447.356168
0.0,5,1447.360164
-7.0,1,1447.361163
0.0,5,1447.366234
-7.0,1,1447.370237
-7.0,1,1447.374266
0.0,5,1447.377281
-7.0,1,1447.378284
-7.0,1,1447.382282
-7.0,1,1447.38441
0.0,5,1447.392418
10.0,4,1447.398492
-7.0,1,1447.402494
-7.0,1,1447.406688
-7.0,1,1447.407686
-7.0,1,1447.409698
0.0,5,1447.418214
0.0,5,1447.425249
-7.0,1,1447.427755
-7.0,1,1447.428763
-7.0,1,1447.433283
-10.0,4,1447.439688
0.0,5,1447.443669
0.0,5,1447.448188
0.0,5,1447.457283
-10.0,3,1447.460281
-7.0,1,1447.462282
-7.0,1,1447.465306
0.0,5,1447.476371
-10.0,4,1447.481391
-7.0,1,1447.484385
-10.0,3,1447.490403
-7.0,1,1447.494422
0.0,5,1447.497432
-7.0,1,1447.500432
10.0,3,1447.507511
-7.0,1,1447.510516
0.0,5,1447.515534
-7.0,1,1447.518545
-7.0,1,1447.521567
0.0,5,1447.528094
-10.0,4,1447.534628
-7.0,1,1447.53715
0.0,5,1447.54215
-7.0,1,1447.546191
-7.0,1,1447.547199
-7.0,1,1447.549189
-7.0,1,1447.551188
0.0,5,1447.558492
0.0,5,1447.566541
0.0,5,1447.574557
-7.0,1,1447.577576
-7.0,1,1447.581575
0.0,5,1447.590611
-7.0,1,1447.59361
0.0,5,1447.599643
-7.0,1,1447.605188
-7.0,1,1447.608205
-7.0,1,1447.610203
0.0,5,1447.618252
10.0,4,1447.626297
-7.0,1,1447.628823
-7.0,1,1447.630814
10.0,4,1447.637865
10.0,4,1447.645883
0.0,5,1447.648883
-7.0,1,1447.650885
0.0,5,1447.657554
-7.0,1,1447.662557
-10.0,3,1447.664572
-7.0,1,1447.666588
10.0,4,1447.67262
-7.0,1,1447.677173
10.0,4,1447.681174
0.0,5,1447.685507
-7.0,1,1447.689221
-7.0,1,1447.694247
-7.0,1,1447.696265
-7.0,1,1447.698266
-7.0,1,1447.70027
10.0,4,1447.710299
10.0,4,1447.714316
0.0,5,1447.72333
-7.0,1,1447.724346
0.0,5,1447.730873
-7.0,1,1447.731874
-7.0,1,1447.733382
0.0,5,1447.739906
-7.0,1,1447.744421
-7.0,1,1447.746517
0.0,5,1447.750516
10.0,3,1447.756016
0.0,5,1447.763534
0.0,5,1447.770059
0.0,5,1447.775099
-7.0,1,1447.777106
-7.0,1,1447.781107
0.0,5,1447.789807
10.0,4,1447.79178
-7.0,1,1447.7943
-7.0,1,1447.797321
-7.0,1,1447.799317
0.0,5,1447.806407
-7.0,1,1447.808399
-7.0,1,1447.812402
10.0,3,1447.815446
-10.0,3,1447.819432
-10.0,4,1447.826457
-7.0,1,1447.830972
-10.0,4,1447.834991
-7.0,1,1447.838014
-7.0,1,1447.842
-10.0,4,1447.850031
-7.0,1,1447.852034
10.0,3,1447.857097
0.0,5,1447.862102
-7.0,1,1447.865186
-7.0,1,1447.867183
-7.0,1,1447.868185
-10.0,3,1447.87421
-7.0,1,1447.877471
-7.0,1,1447.880472
0.0,5,1447.886504
0.0,5,1447.892497
10.0,4,1447.899523
10.0,4,1447.906598
-7.0,1,1447.908588
0.0,5,1447.916613
-7.0,1,1447.922635
-7.0,1,1447.924625
-7.0,1,1447.926632
-7.0,1,1447.929145
-7.0,1,1447.932143
-7.0,1,1447.934167
-7.0,1,1447.936184
-7.0,1,1447.941188
0.0,5,1447.946503
-7.0,1,1447.948503
10.0,4,1447.956412
0.0,5,1447.96141
0.0,5,1447.967483
-7.0,1,1447.969486
-7.0,1,1447.973483
-7.0,1,1447.975609
0.0,5,1447.981607
-7.0,1,1447.982604
-7.0,1,1447.986319
10.0,3,1447.990322
-7.0,1,1447.994348
0.0,5,1447.999631
