#{"t_start": 1702587931.5902948, "env_id": "None"}
r,l,t
-7.0,1,1360.782093
-7.0,1,1360.784092
-7.0,1,1360.784092
-7.0,1,1360.786616
-10.0,4,1360.79466
-7.0,1,1360.797428
10.0,4,1360.801181
0.0,5,1360.807235
0.0,5,1360.813234
-7.0,1,1360.815741
-7.0,1,1360.817636
-7.0,1,1360.819646
-7.0,1,1360.823642
0.0,5,1360.828163
10.0,4,1360.832164
-7.0,1,1360.834162
0.0,5,1360.842203
-7.0,1,1360.844204
-10.0,4,1360.851249
0.0,5,1360.855244
-7.0,1,1360.859266
-10.0,4,1360.864267
0.0,5,1360.870299
-7.0,1,1360.872299
-7.0,1,1360.876306
-7.0,1,1360.878325
-10.0,4,1360.885325
-7.0,1,1360.887546
-7.0,1,1360.891759
0.0,5,1360.897792
-7.0,1,1360.89879
-7.0,1,1360.90079
0.0,5,1360.907456
10.0,4,1360.913474
-7.0,1,1360.917516
-10.0,4,1360.921527
-10.0,4,1360.930549
0.0,5,1360.937108
0.0,5,1360.941116
-10.0,4,1360.944117
-7.0,1,1360.948157
-10.0,4,1360.953159
-7.0,1,1360.955666
0.0,5,1360.959496
-7.0,1,1360.963495
-7.0,1,1360.964498
-7.0,1,1360.966512
-10.0,4,1360.974527
10.0,3,1360.978557
10.0,4,1360.982556
0.0,5,1360.989294
0.0,5,1360.995809
10.0,4,1361.001333
-7.0,1,1361.003334
-7.0,1,1361.005335
-7.0,1,1361.007644
-7.0,1,1361.011369
-7.0,1,1361.013372
-7.0,1,1361.015881
0.0,5,1361.022401
0.0,5,1361.030434
-10.0,4,1361.036991
0.0,5,1361.044
0.0,5,1361.052039
-7.0,1,1361.056581
0.0,5,1361.063099
0.0,5,1361.069147
0.0,5,1361.076175
-7.0,1,1361.079464
-7.0,1,1361.081469
-10.0,3,1361.084464
0.0,5,1361.090499
0.0,5,1361.097788
-10.0,3,1361.102536
-7.0,1,1361.104538
-7.0,1,1361.107252
0.0,5,1361.112247
0.0,5,1361.116259
10.0,4,1361.121273
-10.0,4,1361.128485
-7.0,1,1361.131487
0.0,5,1361.13554
-7.0,1,1361.136547
0.0,5,1361.142684
-7.0,1,1361.145682
0.0,5,1361.153208
-7.0,1,1361.156236
-7.0,1,1361.158252
-7.0,1,1361.162252
0.0,5,1361.169291
-10.0,4,1361.174289
-10.0,4,1361.178315
-7.0,1,1361.182316
-10.0,4,1361.189357
0.0,5,1361.195354
0.0,5,1361.201378
0.0,5,1361.2064
-7.0,1,1361.208407
0.0,5,1361.214408
-10.0,4,1361.219779
0.0,5,1361.226813
0.0,5,1361.233825
-10.0,4,1361.238568
10.0,4,1361.242564
10.0,4,1361.251299
-7.0,1,1361.253299
-7.0,1,1361.256314
-7.0,1,1361.258333
-7.0,1,1361.263336
-7.0,1,1361.266364
-7.0,1,1361.268387
-7.0,1,1361.271388
-7.0,1,1361.274394
-7.0,1,1361.276401
0.0,5,1361.281419
10.0,4,1361.286437
-7.0,1,1361.291457
-7.0,1,1361.293455
10.0,4,1361.298483
-7.0,1,1361.300483
-7.0,1,1361.305482
-7.0,1,1361.30778
-7.0,1,1361.310513
-7.0,1,1361.312518
-7.0,1,1361.31754
-7.0,1,1361.319544
0.0,5,1361.32655
-7.0,1,1361.32857
-7.0,1,1361.33357
10.0,3,1361.33712
-10.0,4,1361.341129
0.0,5,1361.344127
-7.0,1,1361.349163
-10.0,3,1361.354162
0.0,5,1361.362257
0.0,5,1361.370293
0.0,5,1361.380348
-7.0,1,1361.383362
0.0,5,1361.391392
0.0,5,1361.399425
0.0,5,1361.409466
0.0,5,1361.417517
-7.0,1,1361.420533
0.0,5,1361.427768
0.0,5,1361.438209
-7.0,1,1361.441209
-7.0,1,1361.443208
-10.0,3,1361.449256
-7.0,1,1361.463384
0.0,5,1361.50537
0.0,5,1361.541403
0.0,5,1361.5865
0.0,5,1361.631459
0.0,5,1361.6745
0.0,5,1361.710358
-10.0,4,1361.7432
0.0,5,1361.781553
0.0,5,1361.816397
-7.0,1,1361.828554
-7.0,1,1361.839676
-7.0,1,1361.856289
-7.0,1,1361.866506
-7.0,1,1361.878606
-7.0,1,1361.890733
-7.0,1,1361.907463
-7.0,1,1361.916524
0.0,5,1361.946303
0.0,5,1361.973606
-7.0,1,1361.994371
-7.0,1,1362.006734
0.0,5,1362.041565
-7.0,1,1362.05631
-7.0,1,1362.073484
-7.0,1,1362.083086
-7.0,1,1362.093279
-7.0,1,1362.109598
0.0,5,1362.151638
10.0,3,1362.173349
-7.0,1,1362.182932
-7.0,1,1362.19153
-7.0,1,1362.207727
10.0,4,1362.237588
0.0,5,1362.272506
-7.0,1,1362.281594
-10.0,4,1362.325628
-7.0,1,1362.336366
-7.0,1,1362.346025
10.0,4,1362.373323
-7.0,1,1362.389636
0.0,5,1362.428647
-10.0,3,1362.457555
-7.0,1,1362.460566
0.0,5,1362.471652
-7.0,1,1362.474654
-10.0,4,1362.481183
0.0,5,1362.490277
-7.0,1,1362.49428
0.0,5,1362.504337
0.0,5,1362.511391
0.0,5,1362.52046
-10.0,4,1362.527503
-7.0,1,1362.5295
-10.0,4,1362.538556
0.0,5,1362.542547
0.0,5,1362.547567
-7.0,1,1362.549578
-10.0,4,1362.556092
-7.0,1,1362.557615
0.0,5,1362.563612
0.0,5,1362.568765
0.0,5,1362.573765
0.0,5,1362.57628
-7.0,1,1362.580291
0.0,5,1362.587652
-7.0,1,1362.590346
-7.0,1,1362.59235
-7.0,1,1362.594346
-10.0,3,1362.601413
-7.0,1,1362.603415
0.0,5,1362.610462
-10.0,4,1362.618526
-7.0,1,1362.620527
-7.0,1,1362.623526
10.0,4,1362.629559
0.0,5,1362.637605
-7.0,1,1362.640617
-7.0,1,1362.642617
-7.0,1,1362.645615
0.0,5,1362.653647
0.0,5,1362.659177
-10.0,4,1362.662175
-7.0,1,1362.665686
-7.0,1,1362.669234
10.0,4,1362.672237
-7.0,1,1362.674235
-7.0,1,1362.677541
10.0,4,1362.684284
-7.0,1,1362.687329
0.0,5,1362.69434
0.0,5,1362.70338
0.0,5,1362.709429
0.0,5,1362.719498
0.0,5,1362.727777
-7.0,1,1362.729529
-10.0,3,1362.736565
-7.0,1,1362.739573
-7.0,1,1362.741572
0.0,5,1362.747916
-7.0,1,1362.753597
-7.0,1,1362.755604
-7.0,1,1362.758491
10.0,3,1362.760494
10.0,4,1362.769672
-7.0,1,1362.771673
0.0,5,1362.776176
-7.0,1,1362.778193
0.0,5,1362.788516
10.0,4,1362.794516
0.0,5,1362.801571
-7.0,1,1362.804566
-7.0,1,1362.809604
10.0,3,1362.814605
-10.0,4,1362.821664
-7.0,1,1362.824662
0.0,5,1362.83019
0.0,5,1362.835702
-7.0,1,1362.838248
-7.0,1,1362.840246
-7.0,1,1362.845757
-10.0,4,1362.853296
10.0,4,1362.858354
-7.0,1,1362.861353
-7.0,1,1362.866428
-7.0,1,1362.868447
-7.0,1,1362.871447
-7.0,1,1362.873457
0.0,5,1362.882535
0.0,5,1362.890559
-7.0,1,1362.892559
0.0,5,1362.899588
-7.0,1,1362.902586
-7.0,1,1362.904586
10.0,4,1362.908498
-7.0,1,1362.9105
0.0,5,1362.91852
-7.0,1,1362.919523
0.0,5,1362.923518
0.0,5,1362.929548
0.0,5,1362.939589
-7.0,1,1362.941591
-7.0,1,1362.943593
-7.0,1,1362.945588
0.0,5,1362.951483
-7.0,1,1362.953483
-10.0,4,1362.957752
0.0,5,1362.962515
-10.0,3,1362.968317
0.0,5,1362.97432
0.0,5,1362.980362
0.0,5,1362.984376
10.0,4,1362.991435
-7.0,1,1362.99244
-7.0,1,1362.994435
-7.0,1,1362.995942
-7.0,1,1362.998465
0.0,5,1363.002468
0.0,5,1363.006485
0.0,5,1363.013508
-10.0,4,1363.022547
-10.0,4,1363.028585
0.0,5,1363.036089
0.0,5,1363.042628
0.0,5,1363.051667
0.0,5,1363.058198
10.0,4,1363.063206
-7.0,1,1363.067232
-10.0,3,1363.073241
-10.0,4,1363.076265
10.0,4,1363.081282
-7.0,1,1363.083288
-7.0,1,1363.088355
-7.0,1,1363.089352
0.0,5,1363.096389
-7.0,1,1363.099398
0.0,5,1363.106416
-7.0,1,1363.108429
0.0,5,1363.113431
-7.0,1,1363.115941
10.0,4,1363.122476
0.0,5,1363.127475
0.0,5,1363.132476
0.0,5,1363.136521
-7.0,1,1363.140538
-7.0,1,1363.141542
-7.0,1,1363.143538
0.0,5,1363.147779
-7.0,1,1363.150574
0.0,5,1363.154576
-7.0,1,1363.156585
-7.0,1,1363.158595
10.0,4,1363.165602
-7.0,1,1363.167534
10.0,4,1363.17029
0.0,5,1363.177324
10.0,4,1363.182335
-7.0,1,1363.184331
0.0,5,1363.188367
-7.0,1,1363.190372
0.0,5,1363.199428
-7.0,1,1363.201429
-7.0,1,1363.203429
10.0,3,1363.207452
-10.0,4,1363.213453
0.0,5,1363.218409
0.0,5,1363.224411
0.0,5,1363.231434
0.0,5,1363.238485
-7.0,1,1363.240486
-7.0,1,1363.242485
-7.0,1,1363.244487
0.0,5,1363.25351
-7.0,1,1363.255513
0.0,5,1363.261157
-10.0,4,1363.266193
0.0,5,1363.271204
0.0,5,1363.277379
-7.0,1,1363.280392
-7.0,1,1363.28239
-7.0,1,1363.286402
0.0,5,1363.29242
-7.0,1,1363.294421
0.0,5,1363.302454
0.0,5,1363.311482
0.0,5,1363.318513
-10.0,3,1363.323512
-7.0,1,1363.325513
-7.0,1,1363.329546
-7.0,1,1363.332543
-10.0,4,1363.338586
0.0,5,1363.344589
-7.0,1,1363.347758
-7.0,1,1363.348616
-7.0,1,1363.350618
0.0,5,1363.354614
-7.0,1,1363.358394
-10.0,4,1363.362391
-7.0,1,1363.364392
-10.0,4,1363.3696
10.0,4,1363.376612
0.0,5,1363.379916
-7.0,1,1363.382916
0.0,5,1363.386947
-7.0,1,1363.389955
-7.0,1,1363.391955
10.0,4,1363.395464
-7.0,1,1363.398524
0.0,5,1363.403516
0.0,5,1363.407534
10.0,3,1363.411541
-7.0,1,1363.413535
-10.0,3,1363.421138
-7.0,1,1363.423139
0.0,5,1363.428179
-10.0,4,1363.43218
-7.0,1,1363.437222
10.0,4,1363.44122
-7.0,1,1363.443221
-7.0,1,1363.444222
-7.0,1,1363.448499
0.0,5,1363.452496
0.0,5,1363.456015
10.0,4,1363.459525
10.0,4,1363.466034
0.0,5,1363.469798
-7.0,1,1363.470797
-7.0,1,1363.472798
0.0,5,1363.481318
10.0,4,1363.486342
-7.0,1,1363.488359
10.0,4,1363.494359
-7.0,1,1363.498502
-7.0,1,1363.5015
-7.0,1,1363.502502
-7.0,1,1363.5055
0.0,5,1363.513532
0.0,5,1363.520352
10.0,4,1363.523348
0.0,5,1363.528406
-7.0,1,1363.533408
0.0,5,1363.539714
-7.0,1,1363.540713
0.0,5,1363.547224
-7.0,1,1363.551243
0.0,5,1363.556257
-7.0,1,1363.557539
0.0,5,1363.562268
0.0,5,1363.567297
0.0,5,1363.571303
0.0,5,1363.57835
-7.0,1,1363.579354
0.0,5,1363.587645
-7.0,1,1363.5904
10.0,4,1363.59641
-7.0,1,1363.599427
-7.0,1,1363.603429
-10.0,3,1363.608463
0.0,5,1363.614464
0.0,5,1363.622498
0.0,5,1363.630525
-7.0,1,1363.633526
-7.0,1,1363.636033
-7.0,1,1363.637549
0.0,5,1363.646492
-7.0,1,1363.648511
10.0,3,1363.651507
0.0,5,1363.655516
-7.0,1,1363.658795
0.0,5,1363.664802
-7.0,1,1363.667325
-7.0,1,1363.670338
-10.0,3,1363.67434
-7.0,1,1363.676346
0.0,5,1363.682363
0.0,5,1363.688391
-7.0,1,1363.692392
-7.0,1,1363.693395
-7.0,1,1363.69539
-7.0,1,1363.69647
-10.0,4,1363.702477
-7.0,1,1363.704479
0.0,5,1363.707494
-7.0,1,1363.709498
-7.0,1,1363.712496
10.0,4,1363.717205
0.0,5,1363.724214
-7.0,1,1363.726242
-10.0,4,1363.732493
0.0,5,1363.739515
0.0,5,1363.743517
-7.0,1,1363.74551
-7.0,1,1363.750246
-7.0,1,1363.753248
0.0,5,1363.758284
-7.0,1,1363.760288
-7.0,1,1363.765286
0.0,5,1363.771323
-10.0,4,1363.776332
0.0,5,1363.783381
-7.0,1,1363.787393
-7.0,1,1363.789402
0.0,5,1363.795401
0.0,5,1363.801444
0.0,5,1363.809461
-10.0,3,1363.813466
-10.0,4,1363.819495
10.0,4,1363.825497
-7.0,1,1363.830536
-7.0,1,1363.833537
-7.0,1,1363.835537
-7.0,1,1363.837765
-7.0,1,1363.841574
-7.0,1,1363.843573
10.0,4,1363.849606
-7.0,1,1363.851606
-7.0,1,1363.856109
0.0,5,1363.862632
0.0,5,1363.870672
10.0,3,1363.873671
-7.0,1,1363.878184
0.0,5,1363.88419
-7.0,1,1363.886228
10.0,4,1363.889553
-7.0,1,1363.893559
10.0,4,1363.897595
0.0,5,1363.90059
-7.0,1,1363.902593
-7.0,1,1363.90729
-7.0,1,1363.910282
0.0,5,1363.915281
-7.0,1,1363.917458
10.0,4,1363.925972
0.0,5,1363.933504
-10.0,3,1363.938537
0.0,5,1363.945536
10.0,4,1363.954576
-7.0,1,1363.956606
-7.0,1,1363.958631
10.0,4,1363.967157
-7.0,1,1363.973166
-7.0,1,1363.975676
10.0,3,1363.98122
-7.0,1,1363.984219
0.0,5,1363.995309
-7.0,1,1363.997601
-7.0,1,1364.001366
-7.0,1,1364.00435
10.0,4,1364.013402
-10.0,4,1364.02042
0.0,5,1364.027714
0.0,5,1364.036474
-7.0,1,1364.041497
-7.0,1,1364.043499
-10.0,4,1364.051531
-7.0,1,1364.054535
-7.0,1,1364.060609
10.0,3,1364.066661
-7.0,1,1364.069692
-7.0,1,1364.071692
0.0,5,1364.08525
0.0,5,1364.092294
-7.0,1,1364.095292
-7.0,1,1364.097544
0.0,5,1364.108415
-7.0,1,1364.111422
-7.0,1,1364.113411
-7.0,1,1364.118508
10.0,4,1364.125501
-7.0,1,1364.127523
0.0,5,1364.137752
-7.0,1,1364.140585
0.0,5,1364.151631
-7.0,1,1364.154632
-7.0,1,1364.157651
0.0,5,1364.162662
0.0,5,1364.174224
10.0,3,1364.179266
-7.0,1,1364.182275
-7.0,1,1364.186293
10.0,4,1364.19331
10.0,4,1364.197332
-7.0,1,1364.202345
0.0,5,1364.208369
0.0,5,1364.219471
-7.0,1,1364.222466
0.0,5,1364.230505
-7.0,1,1364.234517
-7.0,1,1364.239538
-7.0,1,1364.241539
0.0,5,1364.251612
0.0,5,1364.259644
-7.0,1,1364.263648
10.0,4,1364.270233
0.0,5,1364.279276
10.0,3,1364.284275
0.0,5,1364.295832
-10.0,4,1364.307711
0.0,5,1364.316543
0.0,5,1364.324514
10.0,4,1364.333563
0.0,5,1364.343618
-7.0,1,1364.346126
0.0,5,1364.356162
-7.0,1,1364.361185
-7.0,1,1364.364187
-7.0,1,1364.367292
0.0,5,1364.376889
10.0,3,1364.385902
-7.0,1,1364.388899
-7.0,1,1364.390899
-7.0,1,1364.391899
0.0,5,1364.4049
10.0,3,1364.411901
0.0,5,1364.421907
-7.0,1,1364.423907
-7.0,1,1364.432919
0.0,5,1364.444422
0.0,5,1364.455431
0.0,5,1364.461423
-7.0,1,1364.46843
-7.0,1,1364.470424
0.0,5,1364.477425
-7.0,1,1364.47942
-10.0,4,1364.492424
0.0,5,1364.503434
-7.0,1,1364.506423
-10.0,3,1364.511422
-7.0,1,1364.52244
0.0,5,1364.532448
-7.0,1,1364.537973
-7.0,1,1364.539972
-7.0,1,1364.544973
-7.0,1,1364.547976
0.0,5,1364.556972
-10.0,4,1364.563972
-7.0,1,1364.571972
-10.0,4,1364.585973
10.0,3,1364.590974
-7.0,1,1364.59397
0.0,5,1364.608971
-7.0,1,1364.611972
-7.0,1,1364.617986
-7.0,1,1364.620971
10.0,4,1364.629984
-7.0,1,1364.634994
-7.0,1,1364.637487
-7.0,1,1364.640496
0.0,5,1364.651499
0.0,5,1364.659454
0.0,5,1364.668009
-7.0,1,1364.671021
-10.0,4,1364.681256
-7.0,1,1364.683079
0.0,5,1364.693122
10.0,4,1364.70166
-7.0,1,1364.708177
-7.0,1,1364.711175
-7.0,1,1364.715226
-7.0,1,1364.720221
-10.0,4,1364.730264
0.0,5,1364.742359
-7.0,1,1364.744379
-7.0,1,1364.749413
0.0,5,1364.76044
-7.0,1,1364.762442
-7.0,1,1364.767995
-7.0,1,1364.771006
-7.0,1,1364.775035
0.0,5,1364.784574
-7.0,1,1364.788108
-10.0,4,1364.795132
-7.0,1,1364.804155
-10.0,3,1364.810688
-7.0,1,1364.812687
0.0,5,1364.822276
10.0,4,1364.83179
-10.0,3,1364.84036
0.0,5,1364.849875
0.0,5,1364.858416
-7.0,1,1364.864415
-7.0,1,1364.868476
0.0,5,1364.876016
-10.0,4,1364.883035
-10.0,4,1364.893595
-7.0,1,1364.897113
-7.0,1,1364.901115
-7.0,1,1364.904634
0.0,5,1364.913661
-7.0,1,1364.918206
-7.0,1,1364.921193
-7.0,1,1364.923192
10.0,4,1364.931713
10.0,4,1364.940291
-7.0,1,1364.942288
10.0,4,1364.947809
-10.0,4,1364.959352
-7.0,1,1364.961349
-7.0,1,1364.964361
-7.0,1,1364.968426
0.0,5,1364.975585
0.0,5,1364.985129
-10.0,4,1364.992691
0.0,5,1365.002224
-7.0,1,1365.005543
0.0,5,1365.012025
-10.0,4,1365.020083
0.0,5,1365.02813
0.0,5,1365.039222
-7.0,1,1365.04222
0.0,5,1365.049742
0.0,5,1365.056782
0.0,5,1365.06692
-10.0,3,1365.072466
-7.0,1,1365.075989
0.0,5,1365.086605
-7.0,1,1365.090605
-7.0,1,1365.093607
-7.0,1,1365.095898
0.0,5,1365.105515
-7.0,1,1365.109526
-7.0,1,1365.111524
-7.0,1,1365.113523
-7.0,1,1365.119058
-7.0,1,1365.123058
-10.0,4,1365.131597
-7.0,1,1365.135103
0.0,5,1365.143113
10.0,4,1365.152669
-7.0,1,1365.154179
0.0,5,1365.162715
-7.0,1,1365.167788
