#{"t_start": 1702587931.593292, "env_id": "None"}
r,l,t
10.0,4,3118.876311
10.0,3,3118.903411
-7.0,1,3118.909413
-7.0,1,3118.914517
-7.0,1,3118.925534
-10.0,3,3118.936946
0.0,5,3118.96559
-7.0,1,3118.972626
-7.0,1,3118.98964
-7.0,1,3118.994441
0.0,5,3119.029697
-10.0,4,3119.062378
10.0,4,3119.078373
-7.0,1,3119.091492
0.0,5,3119.12403
0.0,5,3119.154026
0.0,5,3119.183627
-10.0,3,3119.194768
-7.0,1,3119.202278
-7.0,1,3119.219312
-7.0,1,3119.225359
-7.0,1,3119.231377
10.0,4,3119.264785
-7.0,1,3119.269782
0.0,5,3119.296354
10.0,3,3119.318576
-7.0,1,3119.323589
10.0,4,3119.349526
-7.0,1,3119.354589
10.0,4,3119.376579
10.0,3,3119.387618
0.0,5,3119.418977
-7.0,1,3119.423003
0.0,5,3119.457618
10.0,3,3119.477476
0.0,5,3119.508604
-7.0,1,3119.51307
-7.0,1,3119.517712
-7.0,1,3119.53126
-7.0,1,3119.536274
-10.0,3,3119.548846
10.0,4,3119.57947
0.0,5,3119.611149
10.0,4,3119.641254
10.0,3,3119.672801
-7.0,1,3119.678459
-7.0,1,3119.684497
-7.0,1,3119.691638
0.0,5,3119.723736
0.0,5,3119.757573
0.0,5,3119.785654
0.0,5,3119.817528
-7.0,1,3119.821582
0.0,5,3119.847111
-7.0,1,3119.861669
10.0,3,3119.873231
10.0,4,3119.899215
10.0,4,3119.922674
-7.0,1,3119.92768
-7.0,1,3119.932736
-7.0,1,3119.937763
0.0,5,3119.974447
10.0,4,3120.004183
10.0,4,3120.03734
0.0,5,3120.071487
10.0,3,3120.091299
10.0,3,3120.102599
-7.0,1,3120.106604
-7.0,1,3120.119627
-7.0,1,3120.124648
-7.0,1,3120.128647
-7.0,1,3120.133479
-7.0,1,3120.138474
-7.0,1,3120.156574
-7.0,1,3120.161079
0.0,5,3120.187301
0.0,5,3120.213636
10.0,3,3120.228665
-7.0,1,3120.2515
-7.0,1,3120.257515
-7.0,1,3120.264554
-7.0,1,3120.271566
0.0,5,3120.311559
-7.0,1,3120.316572
0.0,5,3120.34891
-7.0,1,3120.362206
-7.0,1,3120.367205
-7.0,1,3120.371228
-7.0,1,3120.376246
-7.0,1,3120.380744
-7.0,1,3120.395334
-7.0,1,3120.401369
-7.0,1,3120.407415
0.0,5,3120.435477
-7.0,1,3120.441613
-7.0,1,3120.446137
-7.0,1,3120.467212
-7.0,1,3120.474275
-10.0,4,3120.5084
-7.0,1,3120.514427
-7.0,1,3120.52144
-7.0,1,3120.528462
10.0,3,3120.552054
10.0,4,3120.581674
-7.0,1,3120.585689
-7.0,1,3120.589695
-7.0,1,3120.594212
0.0,5,3120.619268
-10.0,4,3120.642864
0.0,5,3120.674762
-7.0,1,3120.67976
-10.0,3,3120.699315
-7.0,1,3120.70436
10.0,4,3120.731432
-7.0,1,3120.735451
-7.0,1,3120.740451
0.0,5,3120.776247
10.0,3,3120.802269
0.0,5,3120.839708
-7.0,1,3120.84675
0.0,5,3120.880347
0.0,5,3120.906311
-7.0,1,3120.910317
10.0,3,3120.930508
10.0,4,3120.957861
0.0,5,3120.987974
0.0,5,3121.023979
10.0,4,3121.047089
-7.0,1,3121.061939
-10.0,4,3121.076783
10.0,3,3121.099559
0.0,5,3121.129019
-7.0,1,3121.133666
-7.0,1,3121.138667
0.0,5,3121.169559
-7.0,1,3121.185726
-7.0,1,3121.19073
-7.0,1,3121.19525
0.0,5,3121.223344
-7.0,1,3121.228359
10.0,4,3121.265986
-7.0,1,3121.273024
-7.0,1,3121.279023
0.0,5,3121.308656
10.0,3,3121.333231
-7.0,1,3121.337234
-7.0,1,3121.342257
0.0,5,3121.3666
0.0,5,3121.393084
-7.0,1,3121.406223
-7.0,1,3121.414286
-7.0,1,3121.418282
-7.0,1,3121.423326
10.0,3,3121.443883
-7.0,1,3121.448891
0.0,5,3121.485683
-7.0,1,3121.491189
10.0,3,3121.519324
10.0,4,3121.544944
0.0,5,3121.575022
0.0,5,3121.613529
-7.0,1,3121.621039
-10.0,3,3121.639602
-7.0,1,3121.659185
-7.0,1,3121.664272
0.0,5,3121.695392
-7.0,1,3121.702411
0.0,5,3121.736667
10.0,4,3121.769297
-10.0,4,3121.804426
0.0,5,3121.839576
0.0,5,3121.872827
-7.0,1,3121.876826
-7.0,1,3121.883749
-7.0,1,3121.88775
0.0,5,3121.914568
0.0,5,3121.941352
10.0,4,3121.967252
-7.0,1,3121.971243
10.0,4,3122.001373
10.0,4,3122.023813
-7.0,1,3122.02882
-7.0,1,3122.036858
-7.0,1,3122.043895
-7.0,1,3122.062468
-7.0,1,3122.068479
-7.0,1,3122.075521
-7.0,1,3122.080512
0.0,5,3122.106529
0.0,5,3122.138692
-7.0,1,3122.143203
0.0,5,3122.172405
0.0,5,3122.198422
-7.0,1,3122.211277
0.0,5,3122.242376
-7.0,1,3122.245886
-7.0,1,3122.252522
0.0,5,3122.284308
-7.0,1,3122.291221
-7.0,1,3122.295229
0.0,5,3122.32633
-7.0,1,3122.342894
0.0,5,3122.374799
10.0,4,3122.394411
-7.0,1,3122.414472
10.0,3,3122.432535
10.0,3,3122.451395
-10.0,4,3122.476447
-7.0,1,3122.482742
-7.0,1,3122.488481
-7.0,1,3122.49351
0.0,5,3122.521016
-7.0,1,3122.524532
0.0,5,3122.552224
10.0,3,3122.573465
-10.0,3,3122.59394
0.0,5,3122.627271
0.0,5,3122.656008
-7.0,1,3122.660515
-7.0,1,3122.666043
0.0,5,3122.691401
10.0,3,3122.715959
-7.0,1,3122.721469
0.0,5,3122.750475
-10.0,4,3122.78258
0.0,5,3122.808321
-10.0,3,3122.823405
0.0,5,3122.866418
-7.0,1,3122.873456
-7.0,1,3122.888474
0.0,5,3122.916446
0.0,5,3122.945593
0.0,5,3122.97549
-7.0,1,3122.981518
0.0,5,3123.014547
-7.0,1,3123.018544
-7.0,1,3123.024575
-7.0,1,3123.028575
-7.0,1,3123.044772
0.0,5,3123.073689
0.0,5,3123.101657
-7.0,1,3123.107666
-7.0,1,3123.111677
-7.0,1,3123.115683
0.0,5,3123.14816
-7.0,1,3123.152971
0.0,5,3123.180538
-7.0,1,3123.19928
10.0,4,3123.217369
-7.0,1,3123.232769
-7.0,1,3123.237423
10.0,4,3123.260497
-7.0,1,3123.267023
-7.0,1,3123.274057
-7.0,1,3123.281581
-7.0,1,3123.287103
0.0,5,3123.323354
10.0,4,3123.352967
-7.0,1,3123.360477
-7.0,1,3123.378038
-7.0,1,3123.384002
10.0,4,3123.408576
-7.0,1,3123.413099
-7.0,1,3123.41811
0.0,5,3123.45061
-7.0,1,3123.457134
-7.0,1,3123.461652
10.0,4,3123.489243
0.0,5,3123.519632
-7.0,1,3123.524291
0.0,5,3123.561226
0.0,5,3123.5893
0.0,5,3123.618421
-7.0,1,3123.631468
10.0,4,3123.649024
10.0,4,3123.677869
-10.0,4,3123.704665
0.0,5,3123.739289
-7.0,1,3123.743603
-7.0,1,3123.75164
-10.0,4,3123.779208
0.0,5,3123.820407
-7.0,1,3123.827439
10.0,4,3123.852292
0.0,5,3123.877342
-10.0,4,3123.90129
10.0,4,3123.927434
-7.0,1,3123.933643
0.0,5,3123.967082
0.0,5,3124.001842
-7.0,1,3124.007849
-7.0,1,3124.014882
-7.0,1,3124.032943
10.0,4,3124.056529
-7.0,1,3124.074215
10.0,4,3124.092527
-7.0,1,3124.104563
10.0,3,3124.114585
-7.0,1,3124.119586
-7.0,1,3124.13575
0.0,5,3124.161556
-7.0,1,3124.166566
10.0,4,3124.194358
-7.0,1,3124.20035
-7.0,1,3124.207382
0.0,5,3124.23948
0.0,5,3124.276409
-7.0,1,3124.283453
0.0,5,3124.325741
0.0,5,3124.358341
0.0,5,3124.386539
0.0,5,3124.414259
-7.0,1,3124.418259
0.0,5,3124.44798
-7.0,1,3124.462598
-7.0,1,3124.468868
-7.0,1,3124.474911
10.0,4,3124.506748
-7.0,1,3124.511256
-7.0,1,3124.516272
-7.0,1,3124.522304
-10.0,3,3124.548883
-7.0,1,3124.553922
10.0,4,3124.581493
-7.0,1,3124.58654
-7.0,1,3124.592555
0.0,5,3124.631579
10.0,4,3124.664714
0.0,5,3124.695635
10.0,3,3124.715684
-7.0,1,3124.721184
10.0,4,3124.748051
0.0,5,3124.774956
-7.0,1,3124.77896
-7.0,1,3124.784992
0.0,5,3124.810416
10.0,4,3124.834869
0.0,5,3124.865968
-7.0,1,3124.87053
0.0,5,3124.901394
0.0,5,3124.93626
0.0,5,3124.973403
-7.0,1,3124.981423
-7.0,1,3125.001484
-7.0,1,3125.008502
10.0,4,3125.032598
0.0,5,3125.066795
-7.0,1,3125.071299
-7.0,1,3125.075305
10.0,4,3125.099216
10.0,4,3125.123405
-7.0,1,3125.127374
10.0,3,3125.140446
0.0,5,3125.168825
-7.0,1,3125.183784
10.0,3,3125.199312
10.0,4,3125.223983
0.0,5,3125.253532
0.0,5,3125.284615
10.0,4,3125.314283
0.0,5,3125.343681
0.0,5,3125.37635
-7.0,1,3125.382376
-7.0,1,3125.386376
-7.0,1,3125.392825
10.0,3,3125.423445
-7.0,1,3125.430447
0.0,5,3125.469104
0.0,5,3125.500705
10.0,4,3125.524544
-7.0,1,3125.529544
-7.0,1,3125.533259
10.0,4,3125.569218
-7.0,1,3125.57464
-7.0,1,3125.592531
-7.0,1,3125.59727
10.0,4,3125.623392
0.0,5,3125.654565
-7.0,1,3125.658572
10.0,3,3125.673706
10.0,4,3125.705475
10.0,4,3125.73566
10.0,3,3125.759218
10.0,3,3125.771667
-7.0,1,3125.777675
-7.0,1,3125.794227
10.0,3,3125.805424
-7.0,1,3125.809422
-7.0,1,3125.825498
10.0,3,3125.841019
-7.0,1,3125.848053
-7.0,1,3125.867135
10.0,4,3125.888236
10.0,4,3125.910805
-10.0,4,3125.935272
0.0,5,3125.965569
-7.0,1,3125.970565
0.0,5,3126.001287
-10.0,4,3126.025221
10.0,3,3126.046328
10.0,4,3126.060897
10.0,4,3126.085465
0.0,5,3126.116561
0.0,5,3126.153148
0.0,5,3126.195323
-7.0,1,3126.20237
-7.0,1,3126.2154
0.0,5,3126.248204
10.0,4,3126.268301
-7.0,1,3126.281362
-7.0,1,3126.286374
0.0,5,3126.316233
0.0,5,3126.353527
-7.0,1,3126.358497
10.0,4,3126.385063
10.0,4,3126.408245
0.0,5,3126.443712
0.0,5,3126.481355
-7.0,1,3126.487371
10.0,3,3126.503414
-7.0,1,3126.521008
-7.0,1,3126.527536
0.0,5,3126.569198
-7.0,1,3126.574232
-7.0,1,3126.579239
-7.0,1,3126.583275
-7.0,1,3126.597316
-7.0,1,3126.60134
-7.0,1,3126.605356
0.0,5,3126.640495
-7.0,1,3126.645016
0.0,5,3126.673668
-7.0,1,3126.678672
-7.0,1,3126.690685
-7.0,1,3126.695709
0.0,5,3126.724206
-7.0,1,3126.728206
-7.0,1,3126.733251
-7.0,1,3126.738253
0.0,5,3126.769595
-7.0,1,3126.783555
-7.0,1,3126.787555
-7.0,1,3126.791566
-7.0,1,3126.795583
0.0,5,3126.826709
-7.0,1,3126.833013
0.0,5,3126.864908
-10.0,4,3126.903053
-7.0,1,3126.910561
0.0,5,3126.94871
10.0,4,3126.98345
-7.0,1,3126.989449
0.0,5,3127.026695
-7.0,1,3127.040721
10.0,4,3127.055262
-7.0,1,3127.06932
-7.0,1,3127.075357
-7.0,1,3127.081367
0.0,5,3127.11154
-7.0,1,3127.118546
-7.0,1,3127.12457
-7.0,1,3127.139695
-7.0,1,3127.146214
-7.0,1,3127.152245
10.0,3,3127.173658
-7.0,1,3127.180653
-7.0,1,3127.184506
-7.0,1,3127.189506
-7.0,1,3127.196723
-7.0,1,3127.209244
0.0,5,3127.237348
-7.0,1,3127.241547
0.0,5,3127.278259
0.0,5,3127.304636
10.0,3,3127.32248
0.0,5,3127.363136
-7.0,1,3127.379172
-10.0,4,3127.393689
10.0,4,3127.420502
-7.0,1,3127.427522
0.0,5,3127.453355
0.0,5,3127.482527
10.0,3,3127.50638
-7.0,1,3127.512505
0.0,5,3127.542643
0.0,5,3127.571263
0.0,5,3127.599793
-7.0,1,3127.603289
-7.0,1,3127.619649
-7.0,1,3127.625668
0.0,5,3127.654657
10.0,3,3127.671231
0.0,5,3127.697308
-7.0,1,3127.709348
0.0,5,3127.748911
-7.0,1,3127.754969
0.0,5,3127.786587
0.0,5,3127.814604
-7.0,1,3127.818605
-10.0,3,3127.845434
10.0,4,3127.858567
-7.0,1,3127.873914
0.0,5,3127.905259
0.0,5,3127.931643
0.0,5,3127.95852
-7.0,1,3127.96362
0.0,5,3127.994585
-7.0,1,3127.999583
-7.0,1,3128.006616
10.0,4,3128.033697
-7.0,1,3128.039699
-7.0,1,3128.044216
-7.0,1,3128.057246
-7.0,1,3128.062587
-7.0,1,3128.066294
0.0,5,3128.109445
-10.0,4,3128.136703
10.0,3,3128.149723
-7.0,1,3128.162281
-7.0,1,3128.166283
10.0,4,3128.190552
0.0,5,3128.217307
0.0,5,3128.246483
-7.0,1,3128.250521
-7.0,1,3128.254591
0.0,5,3128.279648
-7.0,1,3128.284235
-7.0,1,3128.28924
-10.0,3,3128.317394
-7.0,1,3128.323346
-7.0,1,3128.330346
-7.0,1,3128.344356
-7.0,1,3128.348866
-7.0,1,3128.35391
-7.0,1,3128.360415
-10.0,4,3128.38459
10.0,3,3128.414418
10.0,3,3128.424441
-10.0,3,3128.449408
-7.0,1,3128.453884
-7.0,1,3128.461411
0.0,5,3128.502062
-7.0,1,3128.507069
-7.0,1,3128.525138
10.0,4,3128.539171
10.0,4,3128.562075
-7.0,1,3128.567084
0.0,5,3128.601551
10.0,3,3128.620633
-7.0,1,3128.626152
-7.0,1,3128.631687
-7.0,1,3128.645522
10.0,4,3128.659082
10.0,4,3128.689201
-7.0,1,3128.69524
-7.0,1,3128.709268
0.0,5,3128.736727
10.0,3,3128.753279
-7.0,1,3128.759284
0.0,5,3128.787407
-7.0,1,3128.801552
-10.0,3,3128.812879
-7.0,1,3128.816874
-7.0,1,3128.835305
10.0,4,3128.854391
0.0,5,3128.881209
10.0,4,3128.913397
0.0,5,3128.95706
0.0,5,3128.990692
10.0,4,3129.01877
-7.0,1,3129.024281
-7.0,1,3129.031307
-7.0,1,3129.04636
-7.0,1,3129.051887
0.0,5,3129.082703
-7.0,1,3129.087439
0.0,5,3129.121084
-7.0,1,3129.125603
10.0,4,3129.158198
0.0,5,3129.190593
-7.0,1,3129.19555
-7.0,1,3129.201601
10.0,3,3129.221483
-7.0,1,3129.228489
-7.0,1,3129.233564
-7.0,1,3129.247773
0.0,5,3129.286442
10.0,4,3129.306379
0.0,5,3129.341344
10.0,3,3129.368962
-7.0,1,3129.374998
-7.0,1,3129.381516
-7.0,1,3129.39907
-7.0,1,3129.406106
0.0,5,3129.440736
10.0,4,3129.463647
0.0,5,3129.496264
0.0,5,3129.521373
10.0,3,3129.532431
10.0,4,3129.557899
10.0,4,3129.582999
0.0,5,3129.608051
-7.0,1,3129.613083
10.0,4,3129.637321
-7.0,1,3129.643337
-7.0,1,3129.647337
-7.0,1,3129.651891
-7.0,1,3129.665949
0.0,5,3129.6938
10.0,4,3129.712227
-7.0,1,3129.728268
-7.0,1,3129.732534
-10.0,3,3129.748582
-7.0,1,3129.761427
0.0,5,3129.789582
-7.0,1,3129.795635
-7.0,1,3129.802918
-10.0,3,3129.833298
10.0,4,3129.855384
-7.0,1,3129.873973
-7.0,1,3129.878976
10.0,4,3129.902679
-7.0,1,3129.90868
-7.0,1,3129.914016
-7.0,1,3129.919015
-7.0,1,3129.923763
10.0,3,3129.951452
-7.0,1,3129.958467
-7.0,1,3129.966631
0.0,5,3129.993559
0.0,5,3130.022253
-7.0,1,3130.041194
-7.0,1,3130.047224
-7.0,1,3130.052259
10.0,4,3130.077361
-7.0,1,3130.081388
-7.0,1,3130.086399
-7.0,1,3130.09257
0.0,5,3130.139718
0.0,5,3130.172335
-7.0,1,3130.185521
-10.0,3,3130.201278
0.0,5,3130.235382
10.0,3,3130.254434
0.0,5,3130.286533
-7.0,1,3130.292559
-7.0,1,3130.299567
-7.0,1,3130.306603
0.0,5,3130.348234
-7.0,1,3130.361282
-7.0,1,3130.367297
-7.0,1,3130.371323
10.0,4,3130.394218
-7.0,1,3130.399221
-7.0,1,3130.40548
10.0,4,3130.429625
-7.0,1,3130.433275
10.0,4,3130.459527
-7.0,1,3130.463641
-7.0,1,3130.46864
-7.0,1,3130.484697
10.0,3,3130.497718
10.0,4,3130.519271
-7.0,1,3130.5233
10.0,3,3130.551204
-7.0,1,3130.555222
-7.0,1,3130.563272
-7.0,1,3130.56927
-7.0,1,3130.582384
-7.0,1,3130.58738
-7.0,1,3130.591388
10.0,4,3130.621217
0.0,5,3130.659361
10.0,3,3130.67444
-7.0,1,3130.69121
10.0,4,3130.705337
0.0,5,3130.731435
0.0,5,3130.758265
0.0,5,3130.78436
-7.0,1,3130.80139
-7.0,1,3130.807402
-7.0,1,3130.81442
-7.0,1,3130.81842
-10.0,4,3130.845554
0.0,5,3130.877298
-7.0,1,3130.882313
-7.0,1,3130.887319
-7.0,1,3130.901436
-7.0,1,3130.905442
0.0,5,3130.936532
-7.0,1,3130.941554
0.0,5,3130.980626
0.0,5,3131.019229
0.0,5,3131.05046
10.0,4,3131.077834
-7.0,1,3131.082636
-7.0,1,3131.086641
-7.0,1,3131.091141
0.0,5,3131.119347
0.0,5,3131.147938
0.0,5,3131.176976
-7.0,1,3131.191355
10.0,4,3131.211378
-7.0,1,3131.228311
-10.0,4,3131.247343
-7.0,1,3131.264483
0.0,5,3131.291031
-7.0,1,3131.296541
0.0,5,3131.336718
-7.0,1,3131.344243
-7.0,1,3131.349747
0.0,5,3131.376537
10.0,4,3131.411398
10.0,3,3131.442508
-7.0,1,3131.448515
-7.0,1,3131.455083
-7.0,1,3131.460592
-7.0,1,3131.466118
-7.0,1,3131.485225
0.0,5,3131.518346
-10.0,4,3131.535387
-7.0,1,3131.548408
-7.0,1,3131.553496
10.0,3,3131.567843
10.0,4,3131.598461
-7.0,1,3131.602491
-7.0,1,3131.616514
-7.0,1,3131.622539
0.0,5,3131.651919
-7.0,1,3131.657927
10.0,3,3131.686053
-7.0,1,3131.693082
0.0,5,3131.728938
0.0,5,3131.763062
0.0,5,3131.799128
10.0,4,3131.831313
-7.0,1,3131.835325
10.0,4,3131.863811
-7.0,1,3131.869812
-7.0,1,3131.875353
10.0,3,3131.903454
10.0,3,3131.921234
-7.0,1,3131.924245
0.0,5,3131.951567
0.0,5,3131.977929
-7.0,1,3131.989773
0.0,5,3132.017555
-7.0,1,3132.021568
-10.0,4,3132.047528
-7.0,1,3132.053797
-7.0,1,3132.0608
-7.0,1,3132.065339
-7.0,1,3132.069334
0.0,5,3132.098307
-7.0,1,3132.111579
0.0,5,3132.140483
-7.0,1,3132.145009
10.0,3,3132.15565
0.0,5,3132.185229
-7.0,1,3132.201565
-7.0,1,3132.20608
-7.0,1,3132.211596
10.0,4,3132.246224
0.0,5,3132.283307
-7.0,1,3132.288304
-7.0,1,3132.292349
-7.0,1,3132.297357
-7.0,1,3132.312791
-7.0,1,3132.316798
0.0,5,3132.347671
10.0,4,3132.370784
0.0,5,3132.40114
-7.0,1,3132.405658
-7.0,1,3132.411683
-7.0,1,3132.415691
0.0,5,3132.448015
10.0,4,3132.471653
0.0,5,3132.505991
-7.0,1,3132.51151
-7.0,1,3132.516879
0.0,5,3132.543652
-7.0,1,3132.5607
-7.0,1,3132.565219
-7.0,1,3132.56922
0.0,5,3132.603271
-7.0,1,3132.608278
10.0,4,3132.635932
10.0,4,3132.667054
-7.0,1,3132.673087
10.0,4,3132.707206
0.0,5,3132.739613
10.0,3,3132.755202
-7.0,1,3132.769251
0.0,5,3132.799247
-7.0,1,3132.803289
0.0,5,3132.830596
10.0,3,3132.845715
-7.0,1,3132.861302
0.0,5,3132.890653
10.0,4,3132.908035
-7.0,1,3132.925907
10.0,3,3132.939735
0.0,5,3132.97962
-7.0,1,3132.986657
-7.0,1,3133.003255
-7.0,1,3133.007249
10.0,4,3133.032393
-7.0,1,3133.037393
10.0,4,3133.072851
-7.0,1,3133.07953
0.0,5,3133.108386
-7.0,1,3133.113413
-7.0,1,3133.118414
10.0,4,3133.142613
-7.0,1,3133.14861
-10.0,3,3133.166649
0.0,5,3133.196337
-7.0,1,3133.201378
-7.0,1,3133.206388
-7.0,1,3133.211485
-7.0,1,3133.227279
0.0,5,3133.257375
-7.0,1,3133.263825
0.0,5,3133.296685
-7.0,1,3133.3012
-7.0,1,3133.308047
0.0,5,3133.343699
-7.0,1,3133.348699
-7.0,1,3133.365237
0.0,5,3133.402275
-7.0,1,3133.40668
-7.0,1,3133.414235
-7.0,1,3133.419241
-7.0,1,3133.426335
-7.0,1,3133.441383
-7.0,1,3133.448397
-7.0,1,3133.454491
-7.0,1,3133.4616
-7.0,1,3133.466609
0.0,5,3133.501878
10.0,3,3133.533013
-7.0,1,3133.539015
-7.0,1,3133.546603
-10.0,4,3133.573042
10.0,4,3133.601528
-7.0,1,3133.605539
10.0,4,3133.633667
-7.0,1,3133.638671
10.0,4,3133.662243
-7.0,1,3133.667245
0.0,5,3133.698559
-7.0,1,3133.702975
10.0,4,3133.728585
-7.0,1,3133.733431
-7.0,1,3133.746494
-7.0,1,3133.751499
-7.0,1,3133.756518
10.0,4,3133.782637
-7.0,1,3133.786636
-7.0,1,3133.791147
-7.0,1,3133.795669
-7.0,1,3133.811312
10.0,4,3133.826633
-7.0,1,3133.841661
0.0,5,3133.871258
-7.0,1,3133.876265
-7.0,1,3133.881292
0.0,5,3133.91127
10.0,4,3133.933577
0.0,5,3133.972706
0.0,5,3134.004295
0.0,5,3134.032435
10.0,4,3134.054804
0.0,5,3134.086411
0.0,5,3134.116556
0.0,5,3134.14336
10.0,4,3134.160386
0.0,5,3134.190509
10.0,4,3134.212637
10.0,4,3134.2396
0.0,5,3134.273355
0.0,5,3134.304963
0.0,5,3134.337071
-7.0,1,3134.344105
0.0,5,3134.382332
-7.0,1,3134.387339
0.0,5,3134.41644
0.0,5,3134.441714
-7.0,1,3134.454798
-7.0,1,3134.462636
0.0,5,3134.498647
-7.0,1,3134.503671
10.0,4,3134.535243
-10.0,3,3134.547273
-7.0,1,3134.560831
-7.0,1,3134.564628
0.0,5,3134.59119
-7.0,1,3134.597196
10.0,4,3134.619276
10.0,4,3134.64522
-7.0,1,3134.651839
10.0,4,3134.673538
-7.0,1,3134.678547
-7.0,1,3134.683568
-7.0,1,3134.689567
10.0,4,3134.722732
0.0,5,3134.748918
-10.0,4,3134.77301
-7.0,1,3134.780522
-7.0,1,3134.787049
0.0,5,3134.824233
0.0,5,3134.854124
-7.0,1,3134.85913
0.0,5,3134.88897
10.0,3,3134.910638
-7.0,1,3134.914624
-7.0,1,3134.920624
-7.0,1,3134.935557
-7.0,1,3134.940569
10.0,4,3134.967274
-7.0,1,3134.973325
-7.0,1,3134.979325
-7.0,1,3134.985911
10.0,3,3135.005964
-7.0,1,3135.011479
-7.0,1,3135.017951
-7.0,1,3135.022755
-7.0,1,3135.039314
-7.0,1,3135.045357
0.0,5,3135.073529
0.0,5,3135.101685
10.0,3,3135.116729
0.0,5,3135.151441
-7.0,1,3135.168607
10.0,3,3135.186668
0.0,5,3135.221658
0.0,5,3135.252289
0.0,5,3135.291376
10.0,4,3135.315474
-7.0,1,3135.32148
-7.0,1,3135.32749
-7.0,1,3135.34154
-7.0,1,3135.349553
-7.0,1,3135.355835
10.0,4,3135.418536
10.0,4,3135.447625
-7.0,1,3135.453738
10.0,4,3135.481337
-7.0,1,3135.487349
-7.0,1,3135.493381
-7.0,1,3135.498381
-7.0,1,3135.503398
-7.0,1,3135.518471
-7.0,1,3135.523494
-7.0,1,3135.530494
-7.0,1,3135.536534
0.0,5,3135.563937
-7.0,1,3135.568937
0.0,5,3135.596562
-7.0,1,3135.617624
10.0,4,3135.639696
0.0,5,3135.668322
-7.0,1,3135.682382
-7.0,1,3135.687388
0.0,5,3135.719466
-7.0,1,3135.724501
10.0,3,3135.747072
0.0,5,3135.777163
10.0,4,3135.79359
-7.0,1,3135.807629
10.0,4,3135.826203
10.0,4,3135.849561
-7.0,1,3135.854103
-10.0,3,3135.874366
-10.0,4,3135.903933
-7.0,1,3135.908935
-10.0,3,3135.931705
10.0,4,3135.955774
10.0,4,3135.985607
-7.0,1,3135.992727
0.0,5,3136.032366
10.0,4,3136.062275
-7.0,1,3136.066268
-7.0,1,3136.079543
10.0,4,3136.094923
-7.0,1,3136.108955
10.0,3,3136.119326
10.0,3,3136.144607
-7.0,1,3136.14861
0.0,5,3136.178684
0.0,5,3136.206248
0.0,5,3136.237603
-7.0,1,3136.242666
-7.0,1,3136.247672
-7.0,1,3136.265556
0.0,5,3136.301265
10.0,4,3136.322387
-7.0,1,3136.336495
0.0,5,3136.368351
-7.0,1,3136.372752
-7.0,1,3136.377757
-7.0,1,3136.382272
0.0,5,3136.407384
-7.0,1,3136.413784
-7.0,1,3136.429278
0.0,5,3136.45877
10.0,4,3136.481359
10.0,4,3136.50446
0.0,5,3136.533381
-10.0,3,3136.554247
10.0,3,3136.567298
-7.0,1,3136.581345
-7.0,1,3136.585367
-7.0,1,3136.591388
10.0,3,3136.612471
-7.0,1,3136.616477
10.0,3,3136.628506
10.0,3,3136.654079
-7.0,1,3136.662103
-7.0,1,3136.668109
-7.0,1,3136.682688
0.0,5,3136.712596
10.0,3,3136.729622
-7.0,1,3136.735667
-7.0,1,3136.754736
0.0,5,3136.789345
10.0,3,3136.809702
-7.0,1,3136.813975
0.0,5,3136.839508
-7.0,1,3136.854105
-7.0,1,3136.859119
-7.0,1,3136.862958
-7.0,1,3136.868968
-7.0,1,3136.876541
10.0,4,3136.897491
10.0,4,3136.922337
10.0,4,3136.946256
0.0,5,3136.980819
10.0,3,3136.993557
0.0,5,3137.020728
-7.0,1,3137.035041
-10.0,4,3137.052123
0.0,5,3137.087217
-7.0,1,3137.101651
0.0,5,3137.139299
-7.0,1,3137.146353
-7.0,1,3137.152373
10.0,4,3137.183753
-7.0,1,3137.188752
10.0,4,3137.212625
-7.0,1,3137.216626
-7.0,1,3137.220626
-7.0,1,3137.225658
-7.0,1,3137.238261
-7.0,1,3137.243299
-7.0,1,3137.247302
-7.0,1,3137.25258
-10.0,3,3137.273107
-7.0,1,3137.278134
0.0,5,3137.307275
-7.0,1,3137.313323
0.0,5,3137.342686
-7.0,1,3137.349694
-7.0,1,3137.36374
-7.0,1,3137.367705
-7.0,1,3137.372732
0.0,5,3137.400764
-7.0,1,3137.40533
10.0,3,3137.4284
0.0,5,3137.456496
-7.0,1,3137.462498
-7.0,1,3137.466496
-10.0,4,3137.496629
-7.0,1,3137.502656
-7.0,1,3137.507654
-7.0,1,3137.521199
0.0,5,3137.554894
0.0,5,3137.596096
0.0,5,3137.629184
-7.0,1,3137.634236
10.0,4,3137.659174
10.0,3,3137.669215
10.0,3,3137.689626
-7.0,1,3137.696431
0.0,5,3137.727755
0.0,5,3137.75484
0.0,5,3137.782662
0.0,5,3137.815571
10.0,3,3137.837107
-7.0,1,3137.842131
-7.0,1,3137.846141
10.0,3,3137.870597
-7.0,1,3137.875326
-7.0,1,3137.880845
-7.0,1,3137.885667
-7.0,1,3137.889667
0.0,5,3137.922576
0.0,5,3137.948503
-10.0,4,3137.982149
-7.0,1,3137.989159
0.0,5,3138.023307
-7.0,1,3138.035336
-7.0,1,3138.042463
-10.0,3,3138.05355
-10.0,4,3138.078639
-7.0,1,3138.083659
-7.0,1,3138.099838
-10.0,4,3138.116915
-7.0,1,3138.130449
10.0,3,3138.142006
-7.0,1,3138.149013
0.0,5,3138.181287
