#{"t_start": 1702587931.5923, "env_id": "None"}
r,l,t
-7.0,1,2129.333892
-10.0,3,2129.350746
-7.0,4,2129.384284
-7.0,1,2129.391285
-7.0,1,2129.410352
10.0,4,2129.431417
-7.0,1,2129.445473
-7.0,1,2129.449474
-7.0,1,2129.455496
0.0,5,2129.485256
-7.0,1,2129.490253
-7.0,4,2129.520441
-7.0,1,2129.52555
-7.0,5,2129.552607
-7.0,1,2129.55762
-7.0,1,2129.573946
-7.0,1,2129.577946
10.0,4,2129.606045
-7.0,5,2129.640132
10.0,4,2129.662295
-7.0,5,2129.702968
-7.0,1,2129.716014
10.0,4,2129.736084
-7.0,1,2129.748793
-7.0,2,2129.757131
10.0,4,2129.779426
-7.0,4,2129.806614
-7.0,1,2129.810629
-7.0,1,2129.815639
-7.0,1,2129.822149
-7.0,1,2129.829932
-7.0,1,2129.845854
10.0,4,2129.864279
10.0,4,2129.893222
-7.0,5,2129.926348
-7.0,1,2129.93135
-7.0,5,2129.973268
-7.0,5,2130.013945
-7.0,1,2130.028978
10.0,4,2130.046323
-7.0,1,2130.0606
10.0,4,2130.078508
-7.0,1,2130.09203
-7.0,1,2130.095616
-7.0,1,2130.101618
-7.0,4,2130.124907
-7.0,1,2130.129908
-7.0,1,2130.134962
10.0,4,2130.163644
10.0,3,2130.186241
-7.0,1,2130.19228
-7.0,5,2130.233454
-7.0,4,2130.259605
10.0,4,2130.27515
-7.0,5,2130.302589
-7.0,1,2130.31759
-7.0,4,2130.339453
-7.0,5,2130.368965
0.0,5,2130.398057
-7.0,1,2130.414126
-7.0,1,2130.420126
-7.0,5,2130.448506
-7.0,1,2130.453167
-10.0,4,2130.487319
0.0,5,2130.526993
-7.0,5,2130.559608
0.0,5,2130.590187
-7.0,1,2130.594737
10.0,4,2130.622333
-7.0,1,2130.62734
-7.0,4,2130.655917
10.0,3,2130.6687
10.0,4,2130.696797
-7.0,1,2130.700796
-7.0,1,2130.713343
10.0,4,2130.729928
-7.0,1,2130.747703
-7.0,1,2130.752211
10.0,4,2130.782389
-7.0,1,2130.789427
10.0,3,2130.807006
-7.0,1,2130.827075
-7.0,1,2130.832593
-7.0,5,2130.861482
-7.0,4,2130.885521
-7.0,1,2130.889519
10.0,4,2130.915199
-7.0,5,2130.944333
-7.0,1,2130.949323
-7.0,1,2130.956583
-7.0,1,2130.962097
10.0,4,2130.992233
-7.0,1,2130.998684
-7.0,5,2131.026578
10.0,4,2131.055669
-7.0,1,2131.062181
10.0,4,2131.097146
-7.0,1,2131.104218
-7.0,4,2131.128318
-7.0,1,2131.132324
-7.0,1,2131.139338
-7.0,1,2131.154907
-7.0,1,2131.158911
-7.0,1,2131.163825
-7.0,5,2131.194612
10.0,4,2131.219688
-7.0,1,2131.2252
-7.0,1,2131.231715
0.0,5,2131.269208
-7.0,1,2131.275229
10.0,4,2131.299801
-7.0,1,2131.306866
-7.0,1,2131.327466
-7.0,1,2131.334499
-7.0,5,2131.375487
-7.0,1,2131.381482
-7.0,1,2131.386367
-7.0,5,2131.416201
-7.0,1,2131.420201
-7.0,5,2131.451421
-7.0,5,2131.484274
10.0,4,2131.510207
0.0,5,2131.542644
10.0,4,2131.56595
-7.0,1,2131.572999
10.0,4,2131.608615
10.0,3,2131.629164
-7.0,1,2131.635237
-7.0,5,2131.672387
-7.0,1,2131.678408
10.0,4,2131.714044
-7.0,5,2131.745157
10.0,4,2131.779297
-7.0,1,2131.787321
10.0,4,2131.814883
-7.0,5,2131.844545
10.0,4,2131.862081
-7.0,5,2131.892492
-7.0,1,2131.913407
0.0,5,2131.946515
-7.0,1,2131.952573
10.0,3,2131.964206
10.0,4,2131.995868
10.0,4,2132.033023
-7.0,5,2132.069583
10.0,4,2132.098045
-7.0,5,2132.129468
-7.0,1,2132.135514
-7.0,1,2132.141506
-7.0,1,2132.14559
-7.0,2,2132.164467
-7.0,1,2132.17198
-7.0,1,2132.179497
-7.0,5,2132.212412
-7.0,1,2132.216421
10.0,3,2132.24352
-7.0,5,2132.276626
-7.0,5,2132.318315
0.0,5,2132.35745
-7.0,4,2132.382236
10.0,3,2132.400071
10.0,3,2132.421669
-7.0,1,2132.427485
-7.0,4,2132.456524
-7.0,1,2132.461523
10.0,4,2132.491304
-7.0,1,2132.496832
10.0,4,2132.522433
10.0,4,2132.549001
-7.0,1,2132.555073
-7.0,4,2132.581393
0.0,5,2132.615553
-7.0,5,2132.655673
-7.0,1,2132.662185
-7.0,4,2132.693326
-7.0,1,2132.698846
10.0,4,2132.728212
10.0,4,2132.75216
-7.0,1,2132.757171
10.0,4,2132.780411
10.0,4,2132.796751
-7.0,1,2132.812301
-7.0,4,2132.828332
-7.0,5,2132.860543
-7.0,4,2132.884484
10.0,4,2132.916201
10.0,4,2132.951851
-7.0,1,2132.957373
0.0,5,2132.985895
-7.0,1,2132.989895
-7.0,4,2133.015323
10.0,4,2133.038252
10.0,4,2133.060312
10.0,4,2133.075671
10.0,4,2133.102519
-7.0,1,2133.108525
-7.0,4,2133.140197
-7.0,1,2133.146655
10.0,4,2133.172151
-7.0,1,2133.177195
-7.0,1,2133.195777
-7.0,5,2133.236962
-10.0,4,2133.259607
10.0,4,2133.286263
10.0,4,2133.315514
-7.0,4,2133.34343
-7.0,3,2133.36148
-7.0,1,2133.375431
10.0,4,2133.397011
0.0,5,2133.430151
10.0,4,2133.455605
-7.0,5,2133.487966
10.0,3,2133.519586
10.0,3,2133.535648
-7.0,1,2133.554229
10.0,4,2133.573601
-7.0,1,2133.587599
10.0,3,2133.600752
-7.0,1,2133.606299
-7.0,5,2133.634477
0.0,5,2133.664472
10.0,4,2133.688228
10.0,4,2133.714475
-7.0,1,2133.721459
-7.0,5,2133.757155
10.0,4,2133.78831
10.0,4,2133.824955
-7.0,5,2133.855592
10.0,4,2133.879393
10.0,4,2133.893432
10.0,4,2133.917565
-7.0,5,2133.947298
-7.0,1,2133.95361
-7.0,1,2133.971374
-7.0,1,2133.975754
10.0,4,2134.002886
-7.0,5,2134.045046
-7.0,5,2134.07389
-7.0,4,2134.09144
-7.0,1,2134.104503
10.0,4,2134.119588
-7.0,1,2134.132269
-7.0,4,2134.147331
-7.0,1,2134.166801
-7.0,1,2134.171309
-7.0,1,2134.17784
10.0,4,2134.204479
-7.0,3,2134.216812
10.0,4,2134.246238
-7.0,1,2134.252284
-7.0,5,2134.284519
-7.0,5,2134.325211
-7.0,1,2134.338248
10.0,4,2134.352167
-7.0,1,2134.364207
0.0,5,2134.390301
-7.0,1,2134.395358
-7.0,1,2134.399727
-7.0,4,2134.424292
-7.0,1,2134.42829
-7.0,1,2134.433306
-7.0,1,2134.437309
-7.0,1,2134.451854
-7.0,5,2134.47915
-7.0,3,2134.495509
-7.0,1,2134.50002
-7.0,1,2134.519633
-7.0,1,2134.526146
-7.0,1,2134.531655
-7.0,1,2134.537477
10.0,3,2134.559851
-7.0,5,2134.598055
-7.0,1,2134.605095
10.0,4,2134.638206
-7.0,5,2134.671342
10.0,3,2134.68224
-7.0,1,2134.696798
10.0,3,2134.709494
-10.0,4,2134.740384
10.0,3,2134.767928
-7.0,5,2134.795573
-7.0,1,2134.800091
-7.0,1,2134.80677
-7.0,1,2134.812816
10.0,4,2134.845736
-7.0,1,2134.852317
-7.0,1,2134.859332
0.0,5,2134.890384
0.0,5,2134.929974
-7.0,1,2134.951575
-7.0,5,2134.98555
-7.0,1,2134.99055
-7.0,4,2135.018902
-7.0,1,2135.024693
-7.0,3,2135.035214
-7.0,1,2135.049575
-7.0,4,2135.064622
-7.0,1,2135.078149
10.0,4,2135.099979
10.0,4,2135.125071
-7.0,5,2135.159229
10.0,4,2135.191729
-7.0,3,2135.219342
-7.0,1,2135.225367
-7.0,1,2135.231872
10.0,4,2135.256454
-10.0,3,2135.268499
-7.0,1,2135.28525
-7.0,5,2135.317175
10.0,4,2135.332037
-7.0,1,2135.34587
-7.0,1,2135.349868
-7.0,1,2135.354604
-7.0,5,2135.390607
-7.0,5,2135.41722
-7.0,1,2135.424256
10.0,4,2135.458382
10.0,4,2135.492492
-7.0,1,2135.498018
10.0,4,2135.52634
-7.0,1,2135.53034
-7.0,5,2135.56176
10.0,4,2135.592919
0.0,5,2135.629991
-7.0,1,2135.637027
10.0,4,2135.659915
0.0,5,2135.690009
-7.0,1,2135.694044
10.0,3,2135.714676
-7.0,5,2135.744847
-7.0,4,2135.772246
10.0,4,2135.796883
-7.0,5,2135.829159
-7.0,5,2135.870342
-7.0,1,2135.876392
-7.0,1,2135.889765
-7.0,5,2135.915361
-7.0,4,2135.930627
-7.0,1,2135.943269
-7.0,3,2135.957895
-7.0,5,2135.988708
10.0,4,2136.011762
10.0,4,2136.039835
10.0,4,2136.067844
-7.0,4,2136.080385
-7.0,1,2136.099012
-7.0,5,2136.140223
-7.0,1,2136.146266
-7.0,1,2136.1533
10.0,4,2136.177155
0.0,5,2136.206805
-7.0,1,2136.211315
-7.0,1,2136.21685
-7.0,5,2136.247439
-7.0,1,2136.252489
-7.0,4,2136.277549
-7.0,1,2136.282564
-7.0,5,2136.31148
-7.0,1,2136.328537
-7.0,1,2136.335566
-7.0,5,2136.363529
10.0,3,2136.379568
10.0,4,2136.417273
10.0,4,2136.443149
-7.0,1,2136.449158
-7.0,1,2136.454206
-7.0,1,2136.468566
-7.0,5,2136.503176
-7.0,5,2136.534798
-7.0,1,2136.539797
-7.0,1,2136.543821
-7.0,5,2136.574434
-7.0,1,2136.580443
-7.0,1,2136.586465
-7.0,1,2136.60003
10.0,3,2136.615067
-7.0,1,2136.621579
-7.0,1,2136.637146
0.0,5,2136.669267
10.0,4,2136.684417
10.0,4,2136.714782
-10.0,4,2136.747902
-7.0,4,2136.782532
10.0,4,2136.808278
0.0,5,2136.834305
-7.0,1,2136.839306
-7.0,3,2136.851321
-7.0,1,2136.863157
-7.0,1,2136.868172
-7.0,1,2136.873212
-7.0,1,2136.878197
10.0,4,2136.904907
-7.0,3,2136.926867
10.0,4,2136.944649
-7.0,1,2136.957997
-7.0,5,2136.98951
10.0,4,2137.012273
10.0,3,2137.035356
-7.0,1,2137.042367
10.0,4,2137.078313
-7.0,1,2137.08535
-7.0,5,2137.117736
-7.0,1,2137.122242
-7.0,5,2137.149154
-7.0,1,2137.161486
-7.0,1,2137.165545
-7.0,5,2137.192569
-7.0,1,2137.197477
-7.0,5,2137.224534
-7.0,1,2137.229536
-7.0,1,2137.235593
-7.0,1,2137.25161
0.0,5,2137.279561
-7.0,5,2137.319463
-10.0,3,2137.335521
-10.0,3,2137.36151
-7.0,1,2137.366844
-7.0,4,2137.40148
10.0,4,2137.433524
-7.0,1,2137.438533
10.0,4,2137.461656
-7.0,1,2137.466256
-7.0,4,2137.49736
-7.0,1,2137.503496
-7.0,1,2137.507503
10.0,4,2137.537589
-7.0,1,2137.541588
-7.0,5,2137.575909
10.0,4,2137.60256
-7.0,1,2137.608576
-7.0,1,2137.612593
-7.0,1,2137.618613
10.0,4,2137.647196
-7.0,1,2137.653234
-7.0,1,2137.672305
-7.0,1,2137.676318
-7.0,1,2137.684362
-7.0,4,2137.719999
-7.0,1,2137.727034
10.0,3,2137.754155
-7.0,1,2137.759154
10.0,4,2137.781735
-7.0,1,2137.78656
-7.0,5,2137.815162
10.0,3,2137.828195
-7.0,5,2137.854773
10.0,4,2137.884191
-7.0,1,2137.890192
0.0,5,2137.921353
-7.0,1,2137.937273
-7.0,5,2137.965277
-7.0,1,2137.971279
-10.0,3,2137.988588
-7.0,1,2138.008273
-7.0,1,2138.014308
-7.0,1,2138.021815
-7.0,1,2138.028341
-7.0,1,2138.034402
-7.0,1,2138.047623
10.0,4,2138.062288
-7.0,5,2138.096912
-7.0,1,2138.108239
-7.0,1,2138.11428
10.0,3,2138.129361
-7.0,1,2138.146407
10.0,4,2138.16068
-7.0,1,2138.176237
-7.0,1,2138.180235
-7.0,1,2138.186267
-7.0,5,2138.214241
-7.0,1,2138.220242
-7.0,1,2138.227287
10.0,4,2138.260396
-7.0,1,2138.265422
-10.0,4,2138.292552
10.0,4,2138.327336
-7.0,1,2138.335357
-7.0,1,2138.341861
-7.0,1,2138.360423
-7.0,5,2138.388339
-7.0,1,2138.392367
10.0,4,2138.424153
-7.0,1,2138.4322
-7.0,1,2138.437211
-7.0,1,2138.443261
10.0,3,2138.47126
-7.0,1,2138.47719
-7.0,3,2138.502197
-7.0,5,2138.535626
-7.0,1,2138.539626
-7.0,1,2138.544651
-7.0,1,2138.55165
-7.0,1,2138.556939
-7.0,5,2138.592389
10.0,4,2138.61927
-10.0,3,2138.655437
-7.0,1,2138.661943
-7.0,1,2138.668472
-7.0,3,2138.695216
10.0,4,2138.720593
10.0,4,2138.740637
-7.0,1,2138.756181
-7.0,5,2138.787516
10.0,4,2138.803077
10.0,4,2138.826653
-7.0,1,2138.831652
10.0,4,2138.870304
-7.0,1,2138.876334
-7.0,1,2138.894407
-7.0,5,2138.92955
-10.0,3,2138.943616
10.0,4,2138.971689
-7.0,5,2139.01241
-7.0,2,2139.024003
10.0,4,2139.046413
-10.0,4,2139.069756
-7.0,1,2139.073776
-7.0,1,2139.078777
10.0,4,2139.103941
-7.0,1,2139.108943
-7.0,1,2139.123512
0.0,5,2139.149652
0.0,5,2139.176454
-7.0,4,2139.19199
-7.0,5,2139.224927
0.0,5,2139.259821
-7.0,4,2139.295982
-7.0,5,2139.322811
-7.0,3,2139.352194
-7.0,1,2139.357206
-7.0,1,2139.360203
-7.0,5,2139.391603
-7.0,4,2139.424574
-7.0,1,2139.42856
-7.0,1,2139.435618
10.0,4,2139.462025
-7.0,5,2139.496621
-7.0,1,2139.503207
-7.0,5,2139.533358
-7.0,1,2139.551899
-7.0,2,2139.563449
-7.0,5,2139.601593
-7.0,1,2139.607115
-7.0,1,2139.611623
-7.0,1,2139.625484
10.0,4,2139.642026
10.0,4,2139.665623
-7.0,1,2139.669622
-7.0,1,2139.686671
-7.0,1,2139.692183
10.0,4,2139.722297
-7.0,1,2139.729307
-7.0,1,2139.737329
10.0,3,2139.764452
-7.0,1,2139.770452
-7.0,1,2139.77548
-7.0,4,2139.800092
10.0,4,2139.824409
-7.0,1,2139.831406
-7.0,4,2139.856789
-7.0,5,2139.889881
10.0,3,2139.906468
-7.0,2,2139.932553
-7.0,1,2139.93857
-7.0,3,2139.953162
-7.0,1,2139.967204
-7.0,1,2139.973253
-7.0,1,2139.979253
-7.0,3,2140.001342
-7.0,1,2140.006865
10.0,4,2140.035112
10.0,3,2140.045785
10.0,4,2140.071806
-7.0,1,2140.077318
0.0,5,2140.108205
-7.0,1,2140.114248
-7.0,1,2140.13032
10.0,4,2140.149935
-7.0,1,2140.170002
-7.0,1,2140.177038
10.0,4,2140.212216
-7.0,4,2140.230283
-7.0,1,2140.244358
-7.0,1,2140.249358
-7.0,1,2140.254379
-7.0,5,2140.286156
-7.0,1,2140.29166
-7.0,1,2140.29798
-7.0,1,2140.312308
-7.0,1,2140.317583
-7.0,1,2140.322084
-7.0,1,2140.328604
-7.0,5,2140.360155
-7.0,5,2140.3946
-7.0,1,2140.400152
0.0,5,2140.430166
-7.0,1,2140.451801
-10.0,3,2140.470362
-7.0,1,2140.476395
-7.0,5,2140.512538
-7.0,1,2140.52689
10.0,4,2140.543844
10.0,4,2140.570192
-7.0,1,2140.574533
-7.0,1,2140.590557
-7.0,1,2140.595742
-7.0,1,2140.603294
-7.0,1,2140.607298
10.0,4,2140.63135
10.0,4,2140.663892
-7.0,1,2140.669976
-7.0,5,2140.700511
-7.0,1,2140.705284
10.0,4,2140.732625
0.0,5,2140.760183
10.0,4,2140.795377
-7.0,1,2140.802943
-7.0,1,2140.808952
-7.0,1,2140.817001
-7.0,1,2140.834718
-7.0,1,2140.838717
-7.0,1,2140.843229
-7.0,1,2140.848234
-7.0,1,2140.853561
-7.0,1,2140.867596
-7.0,1,2140.8721
10.0,4,2140.895928
0.0,5,2140.925572
-7.0,1,2140.929571
-7.0,1,2140.935621
-7.0,1,2140.939624
-7.0,1,2140.944644
-7.0,1,2140.959155
-7.0,1,2140.963447
10.0,4,2140.991554
-7.0,1,2140.996626
-7.0,1,2141.003172
-7.0,1,2141.007168
10.0,3,2141.029246
-7.0,1,2141.035301
-7.0,1,2141.042329
-10.0,3,2141.07444
10.0,4,2141.101508
-7.0,1,2141.104795
-7.0,1,2141.111301
-7.0,5,2141.140571
-7.0,1,2141.147409
-7.0,1,2141.15191
-7.0,5,2141.179791
0.0,5,2141.208038
10.0,4,2141.232421
-7.0,1,2141.237429
10.0,4,2141.262313
10.0,4,2141.291368
10.0,4,2141.326487
-7.0,4,2141.363627
-7.0,3,2141.383197
-7.0,1,2141.389236
10.0,4,2141.418327
-7.0,1,2141.423344
10.0,4,2141.445985
-7.0,1,2141.452495
-7.0,4,2141.479568
-7.0,1,2141.486631
-7.0,1,2141.501669
-7.0,1,2141.507195
-7.0,1,2141.5117
-7.0,4,2141.537609
-7.0,4,2141.560154
-7.0,5,2141.589288
10.0,4,2141.609869
-7.0,4,2141.636653
10.0,4,2141.669601
-7.0,1,2141.676629
-7.0,4,2141.714298
-7.0,1,2141.721805
-7.0,1,2141.726329
-7.0,1,2141.744502
10.0,4,2141.762533
-7.0,4,2141.789619
-7.0,1,2141.794157
-7.0,1,2141.811527
-7.0,1,2141.817631
-10.0,4,2141.853527
-7.0,1,2141.860281
-7.0,1,2141.86732
10.0,4,2141.896762
-7.0,1,2141.903322
-7.0,1,2141.908332
-7.0,1,2141.915357
-7.0,1,2141.932599
10.0,4,2141.95498
-7.0,1,2141.971516
-7.0,1,2141.977041
-7.0,3,2141.989414
-7.0,1,2142.005382
-7.0,1,2142.011886
-7.0,5,2142.044587
-7.0,1,2142.049589
-7.0,5,2142.092485
10.0,4,2142.130157
-7.0,1,2142.137266
-7.0,5,2142.166369
-7.0,5,2142.199429
-7.0,1,2142.203491
-7.0,1,2142.209487
-7.0,5,2142.239486
-7.0,5,2142.26752
-7.0,1,2142.284604
-7.0,1,2142.291607
10.0,4,2142.320308
-7.0,1,2142.326329
10.0,4,2142.35846
10.0,4,2142.381517
-10.0,4,2142.416222
-7.0,5,2142.44521
-7.0,5,2142.472461
-7.0,1,2142.478471
-7.0,1,2142.493626
-7.0,5,2142.528583
-7.0,4,2142.546744
-7.0,1,2142.562276
-7.0,1,2142.568296
-7.0,4,2142.597556
-7.0,5,2142.632648
-7.0,5,2142.661777
-7.0,4,2142.683672
-7.0,1,2142.702468
10.0,4,2142.722535
-7.0,1,2142.735623
10.0,4,2142.750645
-7.0,5,2142.775226
-7.0,5,2142.803327
-7.0,2,2142.820349
-7.0,1,2142.825371
10.0,4,2142.8499
-7.0,1,2142.853926
-7.0,1,2142.858929
-7.0,1,2142.866508
10.0,4,2142.893907
-7.0,4,2142.919201
10.0,4,2142.948344
-7.0,1,2142.955366
-10.0,4,2142.991991
-7.0,1,2142.999043
10.0,3,2143.020631
-7.0,1,2143.025522
0.0,5,2143.05371
-7.0,1,2143.059718
-7.0,1,2143.067229
-7.0,1,2143.070229
-7.0,1,2143.086313
-7.0,1,2143.09031
-7.0,1,2143.095335
10.0,4,2143.12372
10.0,4,2143.149505
10.0,4,2143.163151
-7.0,1,2143.183248
-7.0,1,2143.189246
-7.0,1,2143.193573
-7.0,1,2143.197798
10.0,3,2143.217472
-7.0,1,2143.224362
-7.0,1,2143.231877
-7.0,3,2143.263678
-7.0,5,2143.295579
10.0,3,2143.306116
-7.0,1,2143.319825
-7.0,1,2143.32385
10.0,3,2143.334737
-7.0,3,2143.354619
-7.0,4,2143.380661
-7.0,1,2143.386729
-7.0,1,2143.391729
-7.0,1,2143.398358
10.0,3,2143.421419
-7.0,1,2143.426632
10.0,4,2143.460241
-7.0,1,2143.467288
-7.0,5,2143.503373
-7.0,1,2143.510384
-7.0,1,2143.531955
10.0,4,2143.554549
-7.0,1,2143.572603
-7.0,1,2143.577614
-7.0,1,2143.585262
-7.0,1,2143.590265
-7.0,1,2143.596483
-7.0,1,2143.61255
-7.0,1,2143.61893
0.0,5,2143.646708
10.0,3,2143.659226
10.0,4,2143.685539
-7.0,1,2143.690539
-7.0,1,2143.70366
-7.0,4,2143.723257
10.0,4,2143.757906
-7.0,1,2143.764532
-7.0,3,2143.787585
10.0,4,2143.819189
-7.0,4,2143.843495
-7.0,4,2143.86627
-7.0,1,2143.885357
-7.0,4,2143.905947
-7.0,1,2143.920493
-7.0,1,2143.925513
10.0,4,2143.952382
-7.0,1,2143.957412
10.0,3,2143.969712
-7.0,5,2144.006086
-7.0,1,2144.024261
-7.0,1,2144.031275
-7.0,1,2144.038317
10.0,4,2144.065648
-7.0,1,2144.072655
-7.0,1,2144.077669
-7.0,4,2144.104282
-7.0,5,2144.141896
-7.0,5,2144.179788
10.0,3,2144.202171
-7.0,4,2144.219416
-7.0,1,2144.233562
-7.0,1,2144.237564
10.0,4,2144.262422
10.0,4,2144.279309
-7.0,4,2144.303682
-7.0,1,2144.30969
10.0,4,2144.334112
-7.0,1,2144.338119
-7.0,1,2144.354187
-7.0,1,2144.360188
-7.0,4,2144.386478
-7.0,1,2144.390466
-7.0,1,2144.395489
-7.0,5,2144.437182
-7.0,1,2144.44423
-7.0,1,2144.45023
10.0,4,2144.477568
-7.0,1,2144.483619
-7.0,1,2144.498778
-7.0,5,2144.534918
-7.0,1,2144.539916
-7.0,1,2144.543936
-7.0,5,2144.573318
10.0,4,2144.604244
-7.0,1,2144.608243
-7.0,1,2144.613621
10.0,3,2144.634304
-7.0,5,2144.670644
-7.0,4,2144.696279
-7.0,1,2144.701301
-7.0,1,2144.706841
-7.0,4,2144.72977
-7.0,5,2144.758941
10.0,4,2144.793885
-7.0,1,2144.800077
10.0,4,2144.833491
-7.0,5,2144.873641
-7.0,1,2144.880652
-7.0,3,2144.89421
-7.0,1,2144.911759
-7.0,5,2144.942259
10.0,4,2144.958303
-7.0,1,2144.975509
-7.0,4,2144.991351
10.0,4,2145.015759
-7.0,1,2145.019759
-7.0,4,2145.047821
10.0,3,2145.071637
-7.0,5,2145.106322
10.0,3,2145.119339
-7.0,5,2145.154459
10.0,3,2145.182535
10.0,4,2145.214412
-7.0,1,2145.21842
-7.0,1,2145.223486
-7.0,1,2145.227485
-7.0,1,2145.240563
-7.0,1,2145.245588
-7.0,2,2145.253302
-7.0,1,2145.259304
-7.0,5,2145.29799
-7.0,5,2145.331283
-7.0,1,2145.34434
-7.0,1,2145.35035
-7.0,3,2145.360616
-7.0,5,2145.393516
-7.0,5,2145.426021
-7.0,1,2145.449114
-7.0,1,2145.456157
-7.0,1,2145.463205
0.0,5,2145.502897
-7.0,1,2145.508902
-7.0,1,2145.513967
10.0,4,2145.538536
-7.0,1,2145.544558
-7.0,5,2145.572927
-7.0,1,2145.585979
-7.0,1,2145.589979
-7.0,1,2145.596005
0.0,5,2145.627641
0.0,5,2145.657588
-7.0,5,2145.693222
-7.0,1,2145.700754
-10.0,3,2145.724401
-7.0,1,2145.731408
0.0,5,2145.765924
10.0,4,2145.804601
-7.0,1,2145.811602
-7.0,5,2145.840195
10.0,3,2145.859619
10.0,4,2145.874157
-7.0,1,2145.89248
-7.0,1,2145.896758
10.0,4,2145.921354
-7.0,1,2145.928413
-7.0,1,2145.934439
-7.0,1,2145.939439
10.0,4,2145.962601
-7.0,1,2145.967622
10.0,4,2145.990562
-7.0,1,2145.995288
-7.0,2,2146.017645
-7.0,1,2146.02266
10.0,3,2146.036467
10.0,3,2146.063309
-7.0,5,2146.104012
-7.0,1,2146.110012
-7.0,5,2146.139323
-7.0,1,2146.143774
-7.0,4,2146.168796
-7.0,4,2146.19453
-10.0,4,2146.220197
-7.0,1,2146.224246
-7.0,1,2146.229248
-7.0,3,2146.254218
-7.0,2,2146.264307
-7.0,1,2146.271809
-7.0,1,2146.287348
10.0,3,2146.300581
-7.0,5,2146.336307
10.0,3,2146.3654
-7.0,5,2146.396238
-7.0,1,2146.403267
10.0,4,2146.429571
10.0,4,2146.461901
10.0,4,2146.484507
-7.0,5,2146.525217
-7.0,1,2146.543322
10.0,4,2146.557158
-7.0,1,2146.576223
10.0,4,2146.595298
10.0,4,2146.621404
-7.0,1,2146.626928
-7.0,1,2146.64249
10.0,3,2146.659067
-7.0,1,2146.666106
-7.0,1,2146.686199
-7.0,1,2146.692228
10.0,4,2146.724901
-7.0,1,2146.731401
-10.0,3,2146.742434
-7.0,4,2146.771318
10.0,4,2146.801455
-7.0,1,2146.808434
-7.0,1,2146.814795
-7.0,1,2146.829827
-7.0,1,2146.834856
-7.0,1,2146.838855
-7.0,1,2146.843673
-7.0,4,2146.867964
-7.0,1,2146.872508
10.0,4,2146.897449
-7.0,1,2146.901469
-10.0,4,2146.932612
-7.0,1,2146.939979
10.0,4,2146.968644
-7.0,1,2146.973185
-7.0,1,2146.978192
-7.0,1,2146.993442
10.0,4,2147.016051
-10.0,4,2147.053449
-7.0,1,2147.058455
-7.0,1,2147.072614
-7.0,1,2147.076624
-7.0,1,2147.082133
10.0,4,2147.107823
-7.0,4,2147.133366
10.0,4,2147.147693
10.0,4,2147.173318
-7.0,1,2147.178301
-7.0,4,2147.203166
-7.0,1,2147.208165
-7.0,1,2147.22062
-7.0,1,2147.225154
-7.0,1,2147.231651
0.0,5,2147.259232
-7.0,1,2147.266278
-7.0,1,2147.271281
-7.0,1,2147.287758
10.0,4,2147.304729
-7.0,1,2147.324298
0.0,5,2147.364448
-7.0,1,2147.369447
-7.0,1,2147.373851
-7.0,1,2147.379858
-7.0,4,2147.404656
10.0,4,2147.430221
10.0,4,2147.458961
10.0,4,2147.48157
-7.0,1,2147.5003
-7.0,1,2147.50532
-7.0,1,2147.510322
10.0,4,2147.541622
-7.0,1,2147.546653
-7.0,4,2147.578242
-7.0,1,2147.583522
10.0,3,2147.607155
-7.0,1,2147.614213
-7.0,5,2147.656348
10.0,4,2147.684632
-7.0,1,2147.690629
-7.0,4,2147.717259
-7.0,4,2147.733551
10.0,4,2147.761671
-7.0,1,2147.766203
-7.0,1,2147.778507
-7.0,1,2147.784529
-7.0,3,2147.795568
-7.0,1,2147.812308
-7.0,1,2147.819778
10.0,3,2147.83359
-7.0,1,2147.848892
-7.0,1,2147.854819
10.0,3,2147.869894
-7.0,1,2147.886644
0.0,5,2147.919454
10.0,3,2147.931453
-7.0,1,2147.935908
-7.0,4,2147.970028
10.0,4,2148.00431
-7.0,1,2148.008307
10.0,4,2148.039508
-7.0,5,2148.07728
10.0,4,2148.103937
-7.0,1,2148.107938
-7.0,1,2148.112957
-7.0,4,2148.140025
-7.0,5,2148.167619
0.0,5,2148.19875
-7.0,1,2148.203274
-7.0,4,2148.228626
-7.0,1,2148.238661
-7.0,1,2148.246191
-7.0,4,2148.282333
0.0,5,2148.313204
-7.0,1,2148.318204
-7.0,4,2148.342358
-7.0,1,2148.347375
-7.0,1,2148.361456
-7.0,3,2148.374859
10.0,4,2148.400307
-7.0,5,2148.432056
-7.0,5,2148.465983
-7.0,4,2148.497731
10.0,4,2148.523884
-7.0,1,2148.529886
-7.0,1,2148.535525
-7.0,4,2148.572204
-7.0,5,2148.623386
-7.0,1,2148.629394
-7.0,1,2148.636439
10.0,4,2148.66645
-7.0,1,2148.672445
-7.0,4,2148.700056
-7.0,1,2148.705623
-7.0,1,2148.70962
-7.0,1,2148.724692
10.0,4,2148.739204
0.0,5,2148.771598
-7.0,1,2148.783516
10.0,4,2148.800063
-7.0,5,2148.831698
10.0,4,2148.858636
-7.0,1,2148.864678
-7.0,3,2148.887473
-7.0,5,2148.93158
-7.0,1,2148.938616
10.0,4,2148.969199
10.0,3,2148.99357
-7.0,5,2149.025047
10.0,4,2149.03994
-7.0,1,2149.053188
-7.0,1,2149.060184
-7.0,1,2149.067281
-7.0,4,2149.091496
-7.0,2,2149.100111
