#{"t_start": 1702587931.5923, "env_id": "None"}
r,l,t
-7.0,1,1952.105531
-7.0,1,1952.111529
-7.0,4,1952.141367
10.0,4,1952.172086
-7.0,2,1952.180109
-7.0,4,1952.210581
-7.0,1,1952.214877
-7.0,1,1952.219878
-7.0,3,1952.248574
-7.0,5,1952.28258
-7.0,2,1952.293162
-7.0,4,1952.320537
-7.0,1,1952.326268
-7.0,1,1952.333531
-7.0,2,1952.352066
-7.0,1,1952.358582
-7.0,1,1952.365167
-7.0,1,1952.370166
-7.0,1,1952.385221
-7.0,3,1952.400263
-7.0,1,1952.405288
-7.0,1,1952.42049
-7.0,1,1952.425923
-7.0,4,1952.45529
-7.0,4,1952.473579
-7.0,1,1952.497161
-7.0,2,1952.50819
-7.0,1,1952.514242
-7.0,1,1952.520244
-7.0,3,1952.550338
-7.0,1,1952.559363
-7.0,1,1952.566627
10.0,4,1952.610189
-7.0,1,1952.615224
-7.0,1,1952.630265
-7.0,4,1952.648606
-7.0,1,1952.665446
-7.0,1,1952.670451
-7.0,1,1952.675895
-7.0,1,1952.681411
-7.0,1,1952.687472
-7.0,1,1952.702513
-7.0,1,1952.709528
-7.0,2,1952.719565
-7.0,1,1952.724866
-7.0,2,1952.745363
-7.0,1,1952.750349
-7.0,4,1952.787002
-7.0,1,1952.793824
-7.0,3,1952.824255
-7.0,1,1952.831762
-7.0,1,1952.836291
-7.0,2,1952.847317
-7.0,1,1952.866798
-7.0,4,1952.883531
-7.0,1,1952.902643
-7.0,4,1952.92448
-7.0,3,1952.949533
-7.0,5,1952.979984
10.0,3,1953.002582
-7.0,1,1953.008369
-7.0,4,1953.037165
-7.0,4,1953.055463
-7.0,3,1953.079116
-7.0,1,1953.085157
-7.0,1,1953.090156
-7.0,3,1953.116773
-7.0,1,1953.122806
10.0,4,1953.150037
-7.0,3,1953.172621
-7.0,1,1953.180181
-7.0,1,1953.185537
-7.0,1,1953.190535
-7.0,1,1953.196516
-7.0,3,1953.221528
-7.0,1,1953.226735
-7.0,1,1953.232241
10.0,4,1953.26537
-7.0,1,1953.271373
-7.0,1,1953.288077
-7.0,3,1953.303479
-7.0,2,1953.32028
-7.0,4,1953.33747
-7.0,1,1953.353599
-7.0,1,1953.359871
-7.0,1,1953.366617
-7.0,1,1953.37221
-7.0,1,1953.377054
-7.0,4,1953.406586
-7.0,1,1953.413654
-7.0,4,1953.441701
-7.0,1,1953.44959
-7.0,5,1953.4835
-7.0,3,1953.509289
-7.0,3,1953.537344
-7.0,1,1953.544383
-7.0,3,1953.56347
-7.0,3,1953.593111
10.0,3,1953.616595
-7.0,3,1953.63415
-7.0,1,1953.639151
-7.0,1,1953.65407
-7.0,3,1953.667847
-7.0,3,1953.688449
-7.0,1,1953.692456
-7.0,1,1953.698472
-7.0,1,1953.703544
-7.0,2,1953.721586
-7.0,4,1953.752635
-7.0,1,1953.75859
-7.0,2,1953.768556
-7.0,4,1953.79989
-7.0,1,1953.806923
-7.0,3,1953.836014
-7.0,1,1953.840016
-7.0,3,1953.86365
-7.0,2,1953.872171
-7.0,1,1953.876179
-7.0,3,1953.904323
-7.0,5,1953.948485
-7.0,4,1953.97912
-7.0,2,1953.986166
-7.0,1,1953.993192
-7.0,1,1953.997191
-7.0,1,1954.009535
-7.0,3,1954.021359
-7.0,3,1954.044485
-7.0,3,1954.0555
-7.0,3,1954.078929
-7.0,3,1954.114011
-7.0,2,1954.125063
-7.0,3,1954.152981
10.0,4,1954.173061
-7.0,1,1954.192146
-7.0,1,1954.199165
-7.0,2,1954.210216
-7.0,4,1954.241845
-7.0,1,1954.250374
-7.0,3,1954.277482
-7.0,1,1954.284055
-7.0,1,1954.290047
-7.0,2,1954.309548
-7.0,5,1954.34728
-7.0,1,1954.354316
-7.0,1,1954.359316
-7.0,1,1954.366358
-7.0,1,1954.370366
-7.0,2,1954.387329
-7.0,3,1954.403483
-7.0,4,1954.4406
-7.0,4,1954.479792
-7.0,2,1954.487315
-7.0,4,1954.515418
-7.0,2,1954.537766
-7.0,1,1954.544292
-7.0,2,1954.552306
-7.0,1,1954.557335
-7.0,2,1954.57791
-7.0,3,1954.59801
-7.0,2,1954.62512
-7.0,4,1954.661803
-7.0,2,1954.673373
-7.0,1,1954.678911
-7.0,1,1954.685949
-7.0,1,1954.702523
-7.0,3,1954.714892
-7.0,1,1954.718901
-7.0,1,1954.732948
-7.0,1,1954.737955
-7.0,1,1954.74298
-7.0,3,1954.768906
-7.0,1,1954.772951
-7.0,1,1954.778468
-7.0,2,1954.7905
-7.0,1,1954.809572
-7.0,1,1954.818614
-7.0,3,1954.833868
-7.0,1,1954.850211
-7.0,1,1954.856505
-7.0,4,1954.892261
-7.0,3,1954.910333
-7.0,3,1954.940269
-7.0,1,1954.947325
-7.0,4,1954.974258
-7.0,1,1954.979784
-7.0,4,1955.003635
-7.0,2,1955.013669
-7.0,3,1955.03425
-7.0,2,1955.042289
-7.0,3,1955.072382
-7.0,1,1955.078909
-7.0,1,1955.083497
-7.0,3,1955.114614
10.0,3,1955.133209
-7.0,1,1955.154319
-7.0,4,1955.171357
-7.0,1,1955.187637
-7.0,2,1955.198161
-7.0,2,1955.205495
-7.0,4,1955.235549
-7.0,1,1955.239554
-7.0,4,1955.268084
-7.0,1,1955.273129
-7.0,3,1955.300553
-7.0,3,1955.324672
-7.0,1,1955.329678
-7.0,4,1955.362329
-7.0,1,1955.369354
-7.0,4,1955.405058
-7.0,1,1955.411568
-7.0,4,1955.439186
-7.0,3,1955.45317
-7.0,3,1955.474207
-7.0,3,1955.48826
-7.0,4,1955.520081
-7.0,1,1955.52612
-7.0,1,1955.545205
-7.0,2,1955.556255
-7.0,2,1955.567289
10.0,3,1955.592391
-7.0,2,1955.601414
-7.0,4,1955.640075
-7.0,1,1955.647109
-7.0,3,1955.678818
-7.0,3,1955.705963
-7.0,4,1955.725477
-7.0,2,1955.754611
-7.0,1,1955.760609
-7.0,2,1955.774161
-7.0,1,1955.790493
-7.0,1,1955.795588
-7.0,1,1955.801575
-7.0,1,1955.806611
-7.0,2,1955.832186
10.0,3,1955.845271
-7.0,5,1955.875841
-7.0,1,1955.882434
-7.0,1,1955.901447
-7.0,1,1955.907488
-7.0,1,1955.915538
10.0,3,1955.946647
-7.0,3,1955.962205
-7.0,3,1955.98515
-7.0,4,1956.008986
-7.0,4,1956.024059
-7.0,1,1956.0391
-7.0,1,1956.044799
-7.0,1,1956.049803
-7.0,3,1956.078472
-7.0,1,1956.084634
-7.0,1,1956.088632
-7.0,1,1956.094506
-7.0,1,1956.100517
-7.0,1,1956.115616
-7.0,1,1956.122638
-7.0,3,1956.140697
-7.0,1,1956.162311
-7.0,3,1956.179889
-7.0,1,1956.18593
-7.0,1,1956.199974
-7.0,1,1956.204899
-7.0,1,1956.209897
-7.0,1,1956.217566
-7.0,3,1956.237621
-7.0,1,1956.242127
-7.0,3,1956.270204
-7.0,3,1956.289049
-7.0,2,1956.314888
-7.0,1,1956.321388
-7.0,3,1956.339185
-7.0,1,1956.355255
-7.0,4,1956.379894
-7.0,1,1956.399991
-7.0,2,1956.414074
-7.0,4,1956.457266
-7.0,2,1956.46832
-7.0,1,1956.473358
-7.0,1,1956.491421
-7.0,1,1956.497955
-7.0,1,1956.505004
-7.0,1,1956.512522
-7.0,1,1956.519039
-7.0,1,1956.538123
-7.0,3,1956.549154
-7.0,4,1956.575576
-7.0,1,1956.580089
-7.0,2,1956.596186
-7.0,1,1956.601687
-7.0,1,1956.606519
-7.0,1,1956.612019
-7.0,1,1956.616534
-7.0,5,1956.649516
-7.0,1,1956.662564
-7.0,3,1956.673207
-7.0,1,1956.67721
-7.0,1,1956.690238
-7.0,3,1956.707357
-7.0,1,1956.715413
-7.0,1,1956.735319
-7.0,1,1956.742326
-7.0,2,1956.753362
-7.0,1,1956.760371
-7.0,1,1956.773158
-7.0,3,1956.786207
-7.0,1,1956.790207
-7.0,1,1956.803274
-7.0,4,1956.818301
-7.0,5,1956.849387
-7.0,2,1956.867218
-7.0,3,1956.878551
-7.0,1,1956.899114
-7.0,1,1956.90672
-7.0,4,1956.938581
-7.0,1,1956.944628
-7.0,1,1956.951622
-7.0,1,1956.959253
-7.0,3,1956.977659
-7.0,1,1956.98226
-7.0,1,1956.986271
-7.0,3,1957.008319
-7.0,5,1957.042078
-7.0,4,1957.071522
-7.0,2,1957.084125
-7.0,1,1957.090668
-7.0,4,1957.125329
-7.0,1,1957.132349
-7.0,1,1957.138359
-7.0,1,1957.151622
-7.0,3,1957.163301
-7.0,2,1957.179887
-7.0,1,1957.184813
-7.0,1,1957.189812
-7.0,3,1957.212495
-7.0,3,1957.225534
-7.0,1,1957.231529
-7.0,4,1957.265636
-7.0,5,1957.307312
-7.0,1,1957.313649
-7.0,1,1957.327681
-7.0,1,1957.33218
-7.0,1,1957.336195
-7.0,3,1957.362275
-7.0,3,1957.372631
-7.0,1,1957.377647
-7.0,5,1957.412349
-7.0,3,1957.436577
-7.0,2,1957.44861
-7.0,1,1957.469679
-7.0,1,1957.476203
-7.0,1,1957.482225
-7.0,1,1957.489272
-7.0,1,1957.496301
-7.0,3,1957.521415
-7.0,1,1957.527661
-7.0,1,1957.533425
-7.0,1,1957.550295
-7.0,2,1957.559363
-7.0,1,1957.564386
-7.0,1,1957.568384
-7.0,2,1957.58616
-7.0,1,1957.593486
-7.0,1,1957.598181
-7.0,1,1957.603212
-7.0,3,1957.631324
-7.0,3,1957.655281
-7.0,1,1957.660276
-7.0,4,1957.693539
10.0,3,1957.711317
-7.0,2,1957.730375
-7.0,1,1957.735899
-7.0,3,1957.752442
-7.0,1,1957.767524
-7.0,4,1957.782596
-7.0,4,1957.806775
-7.0,4,1957.836658
-7.0,3,1957.857648
-7.0,4,1957.875678
-7.0,4,1957.912468
-7.0,1,1957.919519
10.0,4,1957.951332
-7.0,4,1957.972899
-7.0,1,1957.977912
-7.0,2,1957.996202
-7.0,3,1958.007229
-7.0,3,1958.026149
-7.0,1,1958.031664
-7.0,4,1958.062288
-7.0,1,1958.067297
-7.0,5,1958.107629
-7.0,3,1958.135224
-7.0,3,1958.146347
-7.0,2,1958.166248
-7.0,1,1958.172281
-7.0,2,1958.181501
-7.0,1,1958.185831
-7.0,3,1958.207447
-7.0,1,1958.213576
10.0,3,1958.236566
-7.0,1,1958.242587
-7.0,1,1958.248593
-7.0,1,1958.25361
-7.0,1,1958.268201
-7.0,5,1958.299813
-7.0,3,1958.311563
-7.0,1,1958.316558
-7.0,1,1958.330575
-7.0,2,1958.338634
-7.0,2,1958.348647
10.0,3,1958.378278
-7.0,3,1958.405444
-7.0,3,1958.417475
-7.0,4,1958.439645
-7.0,4,1958.470193
-7.0,4,1958.501334
-7.0,3,1958.51738
-7.0,4,1958.540472
-7.0,1,1958.5473
-7.0,1,1958.552306
-7.0,3,1958.574375
-7.0,3,1958.598567
-7.0,1,1958.604587
-7.0,1,1958.61059
-7.0,5,1958.645266
-7.0,1,1958.652278
-7.0,1,1958.661289
-7.0,1,1958.675351
-7.0,3,1958.686874
-7.0,1,1958.689877
-7.0,5,1958.72402
-7.0,1,1958.746089
-7.0,3,1958.762185
-7.0,4,1958.787045
-7.0,1,1958.794079
10.0,3,1958.818582
-7.0,1,1958.824626
-7.0,1,1958.829627
-7.0,3,1958.854958
10.0,4,1958.88035
-7.0,2,1958.890437
10.0,4,1958.91655
-7.0,1,1958.922058
-7.0,3,1958.945436
-7.0,2,1958.953454
-7.0,1,1958.958454
-7.0,1,1958.963759
-7.0,3,1958.984569
-7.0,1,1958.989581
-7.0,1,1958.994919
-7.0,4,1959.026876
-7.0,3,1959.056978
-7.0,3,1959.070017
-7.0,1,1959.083861
-7.0,3,1959.094624
-7.0,1,1959.099619
-7.0,5,1959.12959
-7.0,2,1959.149206
-7.0,1,1959.153528
-7.0,3,1959.172592
-7.0,1,1959.178601
-7.0,4,1959.20366
-7.0,4,1959.218176
-7.0,1,1959.23324
-7.0,4,1959.258333
-7.0,2,1959.278388
-7.0,4,1959.303295
-7.0,1,1959.307292
-7.0,2,1959.319346
-7.0,1,1959.326376
-7.0,4,1959.362488
10.0,4,1959.389878
10.0,3,1959.412462
-7.0,1,1959.417497
-7.0,1,1959.422293
-7.0,1,1959.427305
-7.0,1,1959.432307
-7.0,1,1959.448339
-7.0,1,1959.45337
-7.0,3,1959.466149
-7.0,1,1959.489229
-7.0,1,1959.495294
-7.0,2,1959.506326
-7.0,3,1959.529881
-7.0,1,1959.53545
-7.0,5,1959.56952
-7.0,2,1959.581592
-7.0,1,1959.598688
-7.0,1,1959.605228
-7.0,1,1959.611741
-7.0,4,1959.640175
-7.0,3,1959.656282
-7.0,1,1959.67838
-7.0,3,1959.695007
-7.0,1,1959.701515
-7.0,5,1959.734555
-7.0,2,1959.752594
-7.0,2,1959.762392
-7.0,3,1959.790482
-7.0,4,1959.82024
-7.0,2,1959.830309
-7.0,1,1959.834355
-7.0,1,1959.840351
-7.0,3,1959.864208
-7.0,1,1959.870205
-7.0,4,1959.898287
-7.0,1,1959.902308
-7.0,1,1959.908314
-7.0,1,1959.927404
-7.0,1,1959.932414
-7.0,1,1959.937426
-7.0,3,1959.960593
-7.0,1,1959.966124
-7.0,1,1959.970125
-7.0,1,1959.97516
-7.0,1,1959.980705
-7.0,2,1960.005327
-7.0,3,1960.022374
-7.0,1,1960.043451
-7.0,2,1960.04945
-7.0,1,1960.054479
-7.0,1,1960.06048
-7.0,4,1960.086591
-7.0,4,1960.112277
10.0,3,1960.131309
-7.0,3,1960.143642
-7.0,3,1960.164182
-7.0,3,1960.176603
-7.0,5,1960.206258
-7.0,1,1960.224365
-7.0,1,1960.231338
-7.0,1,1960.235584
10.0,4,1960.260596
-7.0,3,1960.280191
-7.0,1,1960.302319
-7.0,1,1960.309339
-7.0,1,1960.315367
-7.0,4,1960.341516
-7.0,1,1960.346042
-7.0,1,1960.351545
-7.0,3,1960.37864
-7.0,3,1960.390596
-7.0,3,1960.41136
-7.0,3,1960.435863
-7.0,1,1960.441365
-7.0,1,1960.44797
-7.0,3,1960.467985
-7.0,4,1960.488132
-7.0,3,1960.515192
-7.0,1,1960.5225
-7.0,2,1960.540548
-7.0,1,1960.545577
-7.0,4,1960.575548
-7.0,3,1960.588094
-7.0,1,1960.594133
-7.0,1,1960.613248
-7.0,4,1960.635351
-7.0,3,1960.661958
-7.0,1,1960.67048
-7.0,3,1960.693778
-7.0,4,1960.715662
-7.0,2,1960.724189
-7.0,3,1960.745256
-7.0,3,1960.756297
-7.0,3,1960.77836
-7.0,4,1960.802293
-7.0,1,1960.807311
-7.0,1,1960.813353
-7.0,1,1960.817361
-7.0,4,1960.841953
-7.0,2,1960.855527
-7.0,4,1960.880093
-7.0,4,1960.907641
-7.0,2,1960.918671
-7.0,1,1960.939228
-7.0,3,1960.956327
-7.0,2,1960.973239
-7.0,3,1960.984723
-7.0,1,1960.98872
-7.0,1,1961.002249
-7.0,1,1961.007259
-7.0,3,1961.018646
-7.0,4,1961.043148
-7.0,1,1961.048146
-7.0,1,1961.060183
-7.0,1,1961.065232
-7.0,3,1961.078258
-7.0,1,1961.093817
-7.0,1,1961.097819
-7.0,1,1961.104401
-7.0,1,1961.108408
-7.0,4,1961.136487
-7.0,1,1961.142267
-7.0,1,1961.14628
-7.0,4,1961.176463
-7.0,2,1961.200044
-7.0,3,1961.214616
-7.0,1,1961.222123
-7.0,3,1961.247187
-7.0,3,1961.267641
-7.0,1,1961.272155
-7.0,1,1961.277169
-7.0,1,1961.281734
-7.0,3,1961.300328
-7.0,1,1961.30435
-7.0,1,1961.309351
-7.0,2,1961.325806
-7.0,2,1961.333833
-7.0,1,1961.338836
-7.0,1,1961.343879
-7.0,3,1961.364799
-7.0,2,1961.372818
-7.0,4,1961.402276
-7.0,1,1961.407858
-7.0,2,1961.432977
-7.0,1,1961.439988
-7.0,1,1961.447034
-7.0,1,1961.45407
-7.0,1,1961.475206
-7.0,1,1961.482775
-7.0,4,1961.512362
-7.0,1,1961.517875
10.0,3,1961.533466
-7.0,4,1961.562561
-7.0,3,1961.585134
-7.0,2,1961.592654
-7.0,1,1961.597697
-7.0,4,1961.629297
-7.0,1,1961.633345
-7.0,3,1961.657444
10.0,4,1961.684944
-7.0,3,1961.695987
-7.0,2,1961.711336
-7.0,3,1961.723457
-7.0,1,1961.740557
-7.0,1,1961.746186
-7.0,2,1961.753476
-7.0,4,1961.783767
-7.0,3,1961.807626
-7.0,1,1961.812133
-7.0,4,1961.845294
-7.0,4,1961.868362
-7.0,1,1961.88892
-7.0,3,1961.906014
-7.0,1,1961.911523
-7.0,1,1961.927206
-7.0,1,1961.932309
-7.0,1,1961.938239
-7.0,3,1961.957525
-7.0,2,1961.966548
-7.0,1,1961.971551
-7.0,1,1961.977322
-7.0,1,1961.990709
-7.0,1,1961.997225
-7.0,4,1962.020282
-7.0,1,1962.025332
-7.0,3,1962.03735
-7.0,1,1962.050219
-7.0,1,1962.055255
-7.0,3,1962.067289
-7.0,1,1962.080809
-7.0,2,1962.088838
-7.0,1,1962.0944
-7.0,1,1962.098403
-7.0,1,1962.114227
-7.0,1,1962.119228
-7.0,4,1962.15236
-7.0,1,1962.156605
-7.0,3,1962.169614
-7.0,4,1962.195554
-7.0,4,1962.228625
-7.0,1,1962.235151
-7.0,1,1962.239151
-7.0,3,1962.257514
-7.0,1,1962.264553
-7.0,1,1962.271554
-7.0,1,1962.293212
-7.0,3,1962.311291
10.0,4,1962.339365
-7.0,1,1962.344464
0.0,5,1962.37622
-7.0,3,1962.400311
-7.0,3,1962.417401
-7.0,2,1962.433564
-7.0,1,1962.439563
-7.0,4,1962.464873
-7.0,1,1962.468876
-7.0,1,1962.476757
-7.0,1,1962.483282
-7.0,1,1962.500362
10.0,3,1962.513372
-7.0,4,1962.541412
-7.0,1,1962.548468
-7.0,2,1962.567507
-7.0,2,1962.575525
-7.0,1,1962.581529
-7.0,1,1962.586049
-7.0,5,1962.625243
-7.0,1,1962.645349
-7.0,1,1962.652352
-7.0,1,1962.659388
-7.0,3,1962.689983
-7.0,1,1962.697034
-7.0,5,1962.737198
-7.0,3,1962.753584
-7.0,2,1962.771829
-7.0,4,1962.794915
-7.0,4,1962.809966
-7.0,4,1962.837826
-7.0,1,1962.843864
-7.0,5,1962.873582
-7.0,1,1962.888789
-7.0,1,1962.894701
-7.0,5,1962.925283
-7.0,1,1962.931798
-7.0,4,1962.963638
-7.0,4,1962.986985
-7.0,1,1962.989984
-7.0,3,1963.007072
-7.0,5,1963.049247
-7.0,1,1963.064363
-7.0,4,1963.078691
-7.0,1,1963.090228
-7.0,1,1963.096298
-7.0,4,1963.118198
-7.0,1,1963.122216
-7.0,1,1963.127222
-7.0,1,1963.132253
-7.0,3,1963.156843
-7.0,3,1963.168711
10.0,3,1963.196679
-7.0,1,1963.202187
-7.0,1,1963.207196
-7.0,1,1963.226644
-7.0,1,1963.234689
-7.0,1,1963.243222
-7.0,5,1963.280788
-7.0,1,1963.287838
-7.0,1,1963.294649
-7.0,1,1963.309661
-7.0,1,1963.316275
10.0,3,1963.331823
-10.0,4,1963.371805
-7.0,1,1963.37833
-7.0,1,1963.399944
-7.0,1,1963.40598
-7.0,1,1963.411496
-7.0,2,1963.419029
-7.0,1,1963.433914
-7.0,3,1963.443744
-7.0,1,1963.447742
-7.0,1,1963.462547
-7.0,1,1963.46656
-7.0,2,1963.474597
-7.0,1,1963.481632
-7.0,2,1963.502208
-7.0,4,1963.52985
-7.0,4,1963.55143
-7.0,1,1963.568482
-7.0,1,1963.574564
-7.0,1,1963.579563
-7.0,4,1963.616244
-7.0,4,1963.655447
-7.0,1,1963.663469
-7.0,3,1963.679506
-7.0,1,1963.695944
-7.0,3,1963.707982
-7.0,3,1963.739305
-7.0,1,1963.746343
-7.0,1,1963.753639
-7.0,1,1963.759392
-7.0,2,1963.783053
-7.0,3,1963.800106
-7.0,1,1963.820259
-7.0,2,1963.831311
-7.0,3,1963.858315
-7.0,1,1963.863636
10.0,4,1963.887241
-7.0,4,1963.902117
-7.0,1,1963.914649
-7.0,1,1963.919651
-7.0,1,1963.925193
-7.0,1,1963.930195
-7.0,4,1963.953654
-7.0,1,1963.959651
-7.0,3,1963.979191
-7.0,1,1963.984216
-7.0,5,1964.01232
-7.0,1,1964.017335
-7.0,4,1964.047417
-7.0,1,1964.053718
-7.0,4,1964.086773
-7.0,2,1964.097807
-7.0,3,1964.127466
-7.0,1,1964.134499
-7.0,1,1964.139514
-7.0,3,1964.160169
-10.0,3,1964.180479
-7.0,1,1964.185516
-7.0,1,1964.189513
-7.0,1,1964.195552
-7.0,1,1964.201548
-7.0,1,1964.214845
-7.0,1,1964.219835
10.0,4,1964.243801
-7.0,4,1964.264612
10.0,4,1964.290726
-7.0,1,1964.295282
10.0,4,1964.326237
-7.0,3,1964.3503
-7.0,1,1964.3577
-7.0,1,1964.363214
-7.0,1,1964.367211
-7.0,1,1964.380556
-7.0,1,1964.386608
-7.0,1,1964.393655
-7.0,4,1964.430272
-7.0,4,1964.459194
-7.0,1,1964.466253
-7.0,1,1964.470255
10.0,3,1964.499864
-7.0,1,1964.504488
-7.0,2,1964.517747
10.0,4,1964.543832
-7.0,3,1964.565423
-7.0,1,1964.569422
-7.0,1,1964.573449
-7.0,1,1964.579457
-7.0,1,1964.583872
-7.0,1,1964.598914
-7.0,2,1964.612009
-7.0,4,1964.639412
-7.0,1,1964.644304
-7.0,1,1964.650303
-7.0,3,1964.673363
-7.0,4,1964.702439
-7.0,3,1964.715484
-7.0,1,1964.720481
-7.0,1,1964.737524
-7.0,1,1964.744567
-7.0,5,1964.783716
-7.0,4,1964.817331
10.0,4,1964.831353
-7.0,1,1964.845798
-7.0,1,1964.849792
-7.0,5,1964.877554
10.0,3,1964.888581
-7.0,1,1964.903955
-7.0,4,1964.919885
-7.0,1,1964.936089
-7.0,1,1964.940085
-7.0,4,1964.964631
-7.0,1,1964.968632
-7.0,1,1964.974163
10.0,4,1964.998228
-7.0,3,1965.013574
-7.0,3,1965.034801
-7.0,4,1965.068403
-7.0,3,1965.085007
-7.0,1,1965.106081
-7.0,1,1965.114134
-7.0,1,1965.120132
-7.0,1,1965.127163
-7.0,1,1965.134258
-7.0,1,1965.149654
-7.0,1,1965.15517
